segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label
0,95,150,3169.84,5038.37,3.170,5.038,1.869,out
1,151,345,5038.37,11544.88,5.038,11.545,6.507,explain
2,346,364,11544.88,12178.85,11.545,12.179,0.634,write
3,365,491,12178.85,16416.42,12.179,16.416,4.238,explain
4,492,541,16416.42,18084.75,16.416,18.085,1.668,write
5,542,658,18084.75,21988.66,18.085,21.989,3.904,explain
6,659,703,21988.66,23490.16,21.989,23.490,1.502,write
7,704,820,23490.16,27394.06,23.490,27.394,3.904,explain
8,821,908,27394.06,30330.33,27.394,30.330,2.936,write
9,909,934,30330.33,31197.86,30.330,31.198,0.868,explain
10,935,981,31197.86,32766.10,31.198,32.766,1.568,out
11,982,1017,32766.10,33967.30,32.766,33.967,1.201,explain
12,1018,1072,33967.30,35802.47,33.967,35.802,1.835,write
13,1073,1161,35802.47,38772.11,35.802,38.772,2.970,explain
14,1162,1456,38772.11,48615.28,38.772,48.615,9.843,write
15,1457,1525,48615.28,50917.58,48.615,50.918,2.302,explain
16,1526,1552,50917.58,51818.49,50.918,51.818,0.901,out
17,1553,1684,51818.49,56222.89,51.818,56.223,4.404,explain
18,1685,1768,56222.89,59025.69,56.223,59.026,2.803,out
19,1769,2156,59025.69,71971.97,59.026,71.972,12.946,explain
20,2157,2555,71971.97,85285.29,71.972,85.285,13.313,write
21,2556,3099,85285.29,103436.77,85.285,103.437,18.151,explain
22,3100,3348,103436.77,111745.08,103.437,111.745,8.308,write
23,3349,3432,111745.08,114547.88,111.745,114.548,2.803,explain
24,3433,3709,114547.88,123790.46,114.548,123.790,9.243,write
25,3710,3792,123790.46,126559.89,123.790,126.560,2.769,explain
26,3793,4006,126559.89,133700.37,126.560,133.700,7.140,write
27,4007,4024,133700.37,134300.97,133.700,134.301,0.601,explain
28,4025,4076,134300.97,136036.04,134.301,136.036,1.735,out
29,4077,4101,136036.04,136870.20,136.036,136.870,0.834,explain
30,4102,4126,136870.20,137704.37,136.870,137.704,0.834,write
31,4127,4144,137704.37,138304.97,137.704,138.305,0.601,explain
32,4145,4215,138304.97,140674.01,138.305,140.674,2.369,out
33,4216,4305,140674.01,143677.01,140.674,143.677,3.003,explain
34,4306,4326,143677.01,144377.71,143.677,144.378,0.701,change
35,4327,4352,144377.71,145245.25,144.378,145.245,0.868,explain
36,4353,4541,145245.25,151551.55,145.245,151.552,6.306,write
37,4542,4585,151551.55,153019.69,151.552,153.020,1.468,change
38,4586,4612,153019.69,153920.59,153.020,153.921,0.901,explain
39,4613,5557,153920.59,185452.12,153.921,185.452,31.532,write
40,5558,5578,185452.12,186152.82,185.452,186.153,0.701,explain
41,5579,5638,186152.82,188154.82,186.153,188.155,2.002,out
42,5639,5665,188154.82,189055.72,188.155,189.056,0.901,explain
43,5666,5683,189055.72,189656.32,189.056,189.656,0.601,write
44,5684,5698,189656.32,190156.82,189.656,190.157,0.501,explain
45,5699,5770,190156.82,192559.23,190.157,192.559,2.402,out
46,5771,5885,192559.23,196396.40,192.559,196.396,3.837,explain
47,5886,5921,196396.40,197597.60,196.396,197.598,1.201,write
48,5922,5952,197597.60,198631.97,197.598,198.632,1.034,explain
49,5953,5992,198631.97,199966.63,198.632,199.967,1.335,change
50,5993,6016,199966.63,200767.43,199.967,200.767,0.801,out
51,6017,6070,200767.43,202569.24,200.767,202.569,1.802,explain
52,6071,6782,202569.24,226326.33,202.569,226.326,23.757,write
53,6783,6798,226326.33,226860.19,226.326,226.860,0.534,explain
54,6799,6838,226860.19,228194.86,226.860,228.195,1.335,out
55,6839,6864,228194.86,229062.40,228.195,229.062,0.868,explain
56,6865,6883,229062.40,229696.36,229.062,229.696,0.634,write
57,6884,6901,229696.36,230296.96,229.696,230.297,0.601,explain
58,6902,6982,230296.96,232999.67,230.297,233.000,2.703,out
59,6983,7097,232999.67,236836.84,233.000,236.837,3.837,explain
60,7098,7141,236836.84,238304.97,236.837,238.305,1.468,change
61,7142,7162,238304.97,239005.67,238.305,239.006,0.701,explain
62,7163,7297,239005.67,243510.18,239.006,243.510,4.505,write
63,7298,7422,243510.18,247681.01,243.510,247.681,4.171,explain
64,7423,7526,247681.01,251151.15,247.681,251.151,3.470,write
65,7527,7623,251151.15,254387.72,251.151,254.388,3.237,change
66,7624,7753,254387.72,258725.39,254.388,258.725,4.338,write
67,7754,7882,258725.39,263029.70,258.725,263.030,4.304,change
68,7883,7971,263029.70,265999.33,263.030,265.999,2.970,write
69,7972,8021,265999.33,267667.67,265.999,267.668,1.668,change
70,8022,8071,267667.67,269336.00,267.668,269.336,1.668,explain
71,8072,8263,269336.00,275742.41,269.336,275.742,6.406,write
72,8264,8388,275742.41,279913.25,275.742,279.913,4.171,change
73,8389,8467,279913.25,282549.22,279.913,282.549,2.636,write
74,8468,8535,282549.22,284818.15,282.549,284.818,2.269,change
75,8536,8585,284818.15,286486.49,284.818,286.486,1.668,explain
76,8586,8898,286486.49,296930.26,286.486,296.930,10.444,write
77,8899,8911,296930.26,297364.03,296.930,297.364,0.434,explain
78,8912,8979,297364.03,299632.97,297.364,299.633,2.269,out
79,8980,8997,299632.97,300233.57,299.633,300.234,0.601,write
80,8998,9013,300233.57,300767.43,300.234,300.767,0.534,explain
81,9014,9076,300767.43,302869.54,300.767,302.870,2.102,out
82,9077,9139,302869.54,304971.64,302.870,304.972,2.102,explain
83,9140,9222,304971.64,307741.07,304.972,307.741,2.769,out
84,9223,9235,307741.07,308174.84,307.741,308.175,0.434,explain
85,9236,9238,308174.84,308274.94,308.175,308.275,0.100,out
86,9239,9332,308274.94,311411.41,308.275,311.411,3.136,explain
87,9333,9382,311411.41,313079.75,311.411,313.080,1.668,write
88,9383,9421,313079.75,314381.05,313.080,314.381,1.301,explain
89,9422,9434,314381.05,314814.81,314.381,314.815,0.434,change
90,9435,9495,314814.81,316850.18,314.815,316.850,2.035,out
91,9496,9535,316850.18,318184.85,316.850,318.185,1.335,explain
92,9536,9674,318184.85,322822.82,318.185,322.823,4.638,write
