segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
0,95,150,3169.84,5038.37,3.170,5.038,1.869,out,5,0.519,0,We are to solve this
1,151,345,5038.37,11544.88,5.038,11.545,6.507,explain,12,0.821,0,this algebraic start by evaluating this function when x takes the value
2,346,364,11544.88,12178.85,11.545,12.179,0.634,write,2,0.831,0,value 0.
3,365,491,12178.85,16416.42,12.179,16.416,4.238,explain,14,0.844,0,"Let's see, in the numerator x takes the value 0, then 1 plus 0"
4,492,541,16416.42,18084.75,16.416,18.085,1.668,write,3,0.828,0,0 gives 1.
5,542,658,18084.75,21988.66,18.085,21.989,3.904,explain,13,0.877,0,"Here have 2 times 0 would be 0, and 1 plus 0 gives"
6,659,703,21988.66,23490.16,21.989,23.490,1.502,write,3,0.942,0,gives us 1.
7,704,820,23490.16,27394.06,23.490,27.394,3.904,explain,11,0.95,0,"Here 3 times 0 would be 0, 1 plus 0 gives"
8,821,908,27394.06,30330.33,27.394,30.330,2.936,write,8,0.939,0,"gives us 1, and all this minus 1."
9,909,934,30330.33,31197.86,30.330,31.198,0.868,explain,2,0.519,0,1. And
10,935,981,31197.86,32766.10,31.198,32.766,1.568,out,4,0.68,0,And in the denominator
11,982,1017,32766.10,33967.30,32.766,33.967,1.201,explain,3,0.576,0,denominator x also
12,1018,1072,33967.30,35802.47,33.967,35.802,1.835,write,4,0.545,0,also changes by 0.
13,1073,1161,35802.47,38772.11,35.802,38.772,2.970,explain,7,0.754,0,"up here, 1 times 1 times 1"
14,1162,1456,38772.11,48615.28,38.772,48.615,9.843,write,28,0.85,0,"1 gives 1, we will have 1 minus 1, and all this over 0. We solve in the numerator 1 minus 1 gives 0, and we get to"
15,1457,1525,48615.28,50917.58,48.615,50.918,2.302,explain,7,0.933,0,"to 0 over 0, which is an"
16,1526,1552,50917.58,51818.49,50.918,51.818,0.901,out,2,0.863,0,an undetermined
17,1553,1684,51818.49,56222.89,51.818,56.223,4.404,explain,12,0.888,0,It is an indicator that we must do something to that expression.
18,1685,1768,56222.89,59025.69,56.223,59.026,2.803,out,9,0.745,0,expression. The strategy that we are going to use
19,1769,2156,59025.69,71971.97,59.026,71.972,12.946,explain,31,0.845,0,"use is to all this we in the numerator, and see what else could be done to this algebraic Here we have the product of three binomials. Let's remember the following,"
20,2157,2555,71971.97,85285.29,71.972,85.285,13.313,write,26,0.81,0,"following, when three quantities we have the option to group the first to multiply by the third, or we can also group the last two to"
21,2556,3099,85285.29,103436.77,85.285,103.437,18.151,explain,48,0.797,0,"to be the first product, and what gives us multiply it by the first quantity. It what is called the associative of multiplication. Well, there we are going do that, we are going to use this option. We are to group the first two binomials that are multiplying."
22,3100,3348,103436.77,111745.08,103.437,111.745,8.308,write,17,0.713,0,multiplying. Then we have a limit when x tends to 0 of the following. We a corchete
23,3349,3432,111745.08,114547.88,111.745,114.548,2.803,explain,7,0.558,0,"corchete to make that association or grouping,"
24,3433,3709,114547.88,123790.46,114.548,123.790,9.243,write,18,0.786,0,"grouping, and there we have 1 plus x, which multiplies with 1 plus 2x. There we have then"
25,3710,3792,123790.46,126559.89,123.790,126.560,2.769,explain,5,0.84,0,"grouped the first two factors,"
26,3793,4006,126559.89,133700.37,126.560,133.700,7.140,write,15,0.894,0,"and that is multiplied by the third factor, 1 plus 3x. All that is minus"
27,4007,4024,133700.37,134300.97,133.700,134.301,0.601,explain,2,0.821,0,"minus 1,"
28,4025,4076,134300.97,136036.04,134.301,136.036,1.735,out,5,0.942,0,"1, and in the denominator"
29,4077,4101,136036.04,136870.20,136.036,136.870,0.834,explain,2,0.809,0,denominator remains
30,4102,4126,136870.20,137704.37,136.870,137.704,0.834,write,2,0.592,0,remains x.
31,4127,4144,137704.37,138304.97,137.704,138.305,0.601,explain,1,0.555,0,x.
32,4145,4215,138304.97,140674.01,138.305,140.674,2.369,out,8,0.724,0,x. Now we are going to solve this
33,4216,4305,140674.01,143677.01,140.674,143.677,3.003,explain,7,0.859,0,this product of binomials that we with
34,4306,4326,143677.01,144377.71,143.677,144.378,0.701,change,2,0.698,0,with corchetes.
35,4327,4352,144377.71,145245.25,144.378,145.245,0.868,explain,3,0.675,0,corchetes. There we
36,4353,4541,145245.25,151551.55,145.245,151.552,6.306,write,12,0.871,0,"we are to apply the distributive multiplying the terms, all with all."
37,4542,4585,151551.55,153019.69,151.552,153.020,1.468,change,3,0.789,0,"So let's see,"
38,4586,4612,153019.69,153920.59,153.020,153.921,0.901,explain,3,0.71,0,"see, we have"
39,4613,5557,153920.59,185452.12,153.921,185.452,31.532,write,71,0.761,0,"have a limit when x tends to 0 of the following. We are going to open a corchete and we have 1 by 1 is 1, 1 times plus 2x gives us plus 2x, then plus x times plus 1 is plus x, and plus x times plus 2x gives us plus 2x squared. We close the corchete and we the other factor that remains there in wait, and all that"
40,5558,5578,185452.12,186152.82,185.452,186.153,0.701,explain,3,0.827,0,that is minus
41,5579,5638,186152.82,188154.82,186.153,188.155,2.002,out,6,0.914,0,"minus 1, and in the denominator"
42,5639,5665,188154.82,189055.72,188.155,189.056,0.901,explain,2,0.499,0,denominator remains
43,5666,5683,189055.72,189656.32,189.056,189.656,0.601,write,2,0.341,0,remains x.
44,5684,5698,189656.32,190156.82,189.656,190.157,0.501,explain,1,0.675,0,x.
45,5699,5770,190156.82,192559.23,190.157,192.559,2.402,out,7,0.643,0,x. Now we are going to reduce
46,5771,5885,192559.23,196396.40,192.559,196.396,3.837,explain,7,0.772,0,reduce similar in this expression that we
47,5886,5921,196396.40,197597.60,196.396,197.598,1.201,write,3,0.817,0,These two terms
48,5922,5952,197597.60,198631.97,197.598,198.632,1.034,explain,4,0.978,0,terms are the only
49,5953,5992,198631.97,199966.63,198.632,199.967,1.335,change,6,0.778,0,"only ones that meet that condition,"
50,5993,6016,199966.63,200767.43,199.967,200.767,0.801,out,1,0.975,0,"condition,"
51,6017,6070,200767.43,202569.24,200.767,202.569,1.802,explain,3,0.719,0,because they x.
52,6071,6782,202569.24,226326.33,202.569,226.326,23.757,write,54,0.74,0,"So let's see, we have a limit when x tends to 0 of the following. We will have 1, 2x plus x is plus 3x, and that is added with 2x squared. This we can already protect with parentheses, that in turn is multiplying with 1 plus 3x, and all that is minus 1,"
53,6783,6798,226326.33,226860.19,226.326,226.860,0.534,explain,1,0.817,0,"1,"
54,6799,6838,226860.19,228194.86,226.860,228.195,1.335,out,3,0.876,0,while in the
55,6839,6864,228194.86,229062.40,228.195,229.062,0.868,explain,3,0.666,0,the denominator remains
56,6865,6883,229062.40,229696.36,229.062,229.696,0.634,write,2,0.272,0,remains x.
57,6884,6901,229696.36,230296.96,229.696,230.297,0.601,explain,1,0.53,0,x.
58,6902,6982,230296.96,232999.67,230.297,233.000,2.703,out,8,0.85,0,x. Now we are going to solve this
59,6983,7097,232999.67,236836.84,233.000,236.837,3.837,explain,10,0.92,0,this product that occurs between a trinomial and a binomial.
60,7098,7141,236836.84,238304.97,236.837,238.305,1.468,change,5,0.768,0,binomial. We will have then
61,7142,7162,238304.97,239005.67,238.305,239.006,0.701,explain,1,0.657,0,then
62,7163,7297,239005.67,243510.18,239.006,243.510,4.505,write,7,0.744,0,"then limit when x tends to 0,"
63,7298,7422,243510.18,247681.01,243.510,247.681,4.171,explain,12,0.703,0,so let's see how have that product. We are to start distributing
64,7423,7526,247681.01,251151.15,247.681,251.151,3.470,write,7,0.592,0,"distributing this 1, then 1 multiplies to"
65,7527,7623,251151.15,254387.72,251.151,254.388,3.237,change,10,0.693,0,"to each of these two terms, 1 times 1 gives"
66,7624,7753,254387.72,258725.39,254.388,258.725,4.338,write,11,0.826,0,"gives us 1, and 1 times plus 3x is plus 3x."
67,7754,7882,258725.39,263029.70,258.725,263.030,4.304,change,10,0.884,0,Now we are going to distribute what the term 3x
68,7883,7971,263029.70,265999.33,263.030,265.999,2.970,write,8,0.942,0,"3x is, 3x multiplies to each of these"
69,7972,8021,265999.33,267667.67,265.999,267.668,1.668,change,4,0.931,0,"these terms, then we"
70,8022,8071,267667.67,269336.00,267.668,269.336,1.668,explain,5,0.978,0,we have 3x times 1
71,8072,8263,269336.00,275742.41,269.336,275.742,6.406,write,13,0.783,0,"1 is plus 3x, 3x times plus 3x gives us plus 9x squared."
72,8264,8388,275742.41,279913.25,275.742,279.913,4.171,change,12,0.85,0,"squared. And now we are going to distribute the other term, is"
73,8389,8467,279913.25,282549.22,279.913,282.549,2.636,write,7,0.88,0,"is 2x squared, we are going to"
74,8468,8535,282549.22,284818.15,282.549,284.818,2.269,change,7,0.911,0,"to multiply these two terms, we will"
75,8536,8585,284818.15,286486.49,284.818,286.486,1.668,explain,6,0.851,0,will have 2x squared times 1
76,8586,8898,286486.49,296930.26,286.486,296.930,10.444,write,21,0.843,0,"1 is plus 2x squared, 2x squared times plus 3x would be plus 6x cubed, and all that is minus 1,"
77,8899,8911,296930.26,297364.03,296.930,297.364,0.434,explain,2,0.888,0,"1, while"
78,8912,8979,297364.03,299632.97,297.364,299.633,2.269,out,5,0.732,0,while in the denominator remains
79,8980,8997,299632.97,300233.57,299.633,300.234,0.601,write,2,0.463,0,remains x.
80,8998,9013,300233.57,300767.43,300.234,300.767,0.534,explain,2,0.526,0,"x. Now,"
81,9014,9076,300767.43,302869.54,300.767,302.870,2.102,out,5,0.622,0,"Now, in all this polynomial"
82,9077,9139,302869.54,304971.64,302.870,304.972,2.102,explain,8,0.689,0,"polynomial that we obtained, we are to make"
83,9140,9222,304971.64,307741.07,304.972,307.741,2.769,out,5,0.735,0,make the reduction of similar
84,9223,9235,307741.07,308174.84,307.741,308.175,0.434,explain,1,0.87,0,similar
85,9236,9238,308174.84,308274.94,308.175,308.275,0.100,out,0,,1,[silence]
86,9239,9332,308274.94,311411.41,308.275,311.411,3.136,explain,9,0.898,0,"We have, for example, 1 and minus 1, are"
87,9333,9382,311411.41,313079.75,311.411,313.080,1.668,write,5,0.769,0,"are opposite numbers, whose sum"
88,9383,9421,313079.75,314381.05,313.080,314.381,1.301,explain,4,0.528,0,"sum gives 0, so"
