segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
0,0,251,0.00,8408.41,0.000,8.408,8.408,explain,16,0.858,0,"So, today we are going to do the repeat of lecture 1 with the Mimio device."
1,252,700,8408.41,23390.06,8.408,23.390,14.982,write,0,,1,[silence]
2,701,717,23390.06,23957.29,23.390,23.957,0.567,explain,0,,1,[silence]
3,718,727,23957.29,24290.96,23.957,24.291,0.334,explain,0,,1,[silence]
4,728,795,24290.96,26559.89,24.291,26.560,2.269,out,1,0.567,0,So
5,796,878,26559.89,29329.33,26.560,29.329,2.769,explain,7,0.751,0,So let us start with introducing the
6,879,988,29329.33,32999.67,29.329,33.000,3.670,write,11,0.95,0,the system of linear equations. What exactly is a system of
7,989,1001,32999.67,33433.43,33.000,33.433,0.434,explain,3,0.986,0,of linear equations?
8,1002,1011,33433.43,33767.10,33.433,33.767,0.334,explain,1,0.981,0,equations?
9,1012,1150,33767.10,38405.07,33.767,38.405,4.638,change,1,0.981,0,equations?
10,1151,1196,38405.07,39939.94,38.405,39.940,1.535,explain,0,,1,[silence]
11,1197,1200,39939.94,40073.41,39.940,40.073,0.133,write,0,,1,[silence]
12,1201,1449,40073.41,48381.72,40.073,48.382,8.308,write,9,0.96,0,What exactly do we mean by a linear equation?
13,1450,1480,48381.72,49416.08,48.382,49.416,1.034,write,0,,1,[silence]
14,1481,1513,49416.08,50517.18,49.416,50.517,1.101,write,0,,1,[silence]
15,1514,1517,50517.18,50650.65,50.517,50.651,0.133,explain,0,,1,[silence]
16,1518,1557,50650.65,51985.32,50.651,51.985,1.335,explain,0,,1,[silence]
17,1558,1660,51985.32,55422.09,51.985,55.422,3.437,out,7,0.916,0,So let us basically take an example
18,1661,1733,55422.09,57857.86,55.422,57.858,2.436,explain,4,0.947,0,"example of two equations,"
19,1734,1986,57857.86,66299.63,57.858,66.300,8.442,write,19,0.823,0,"something like say 3x is equal to 1, x plus 2y is equal to 3. So this we call"
20,1987,2004,66299.63,66900.23,66.300,66.900,0.601,explain,2,0.928,0,call as
21,2005,2209,66900.23,73740.41,66.900,73.740,6.840,out,24,0.887,0,"as a system of linear equations, system because we have more than one equation. And the reason we call them as linear is the"
22,2210,2291,73740.41,76476.48,73.740,76.476,2.736,explain,11,0.95,0,the variables that are appearing in this equation x and y
23,2292,2402,76476.48,80180.18,76.476,80.180,3.704,out,9,0.896,0,y both are being raised to the first power.
24,2403,2452,80180.18,81848.52,80.180,81.849,1.668,explain,1,0.984,0,So
25,2453,2717,81848.52,90690.69,81.849,90.691,8.842,write,11,0.932,0,So the powers of x and y less than or equal
26,2718,2748,90690.69,91725.06,90.691,91.725,1.034,explain,3,0.973,0,"equal to 1,"
27,2749,2756,91725.06,91991.99,91.725,91.992,0.267,out,1,0.535,0,for
28,2757,2757,91991.99,92025.36,91.992,92.025,0.033,out,1,0.535,0,for
29,2758,2791,92025.36,93159.83,92.025,93.160,1.134,explain,6,0.864,0,for example there is no y
30,2792,2813,93159.83,93893.89,93.160,93.894,0.734,out,5,0.776,0,y in the first equation.
31,2814,3057,93893.89,102035.37,93.894,102.035,8.141,out,20,0.823,0,equation. the power of y is 0 and in second equation both x and y appear as with powers 1.
32,3058,3067,102035.37,102369.04,102.035,102.369,0.334,out,1,0.356,0,"Okay,"
33,3068,3127,102369.04,104371.04,102.369,104.371,2.002,explain,6,0.915,0,"now given the system of equations,"
34,3128,3177,104371.04,106039.37,104.371,106.039,1.668,write,2,0.994,0,"equations, we"
35,3178,3226,106039.37,107674.34,106.039,107.674,1.635,explain,5,0.996,0,we will introduce multiple ways
36,3227,3313,107674.34,110577.24,107.674,110.577,2.903,out,9,0.931,0,ways of interpreting. So there are two main ways
37,3314,3367,110577.24,112379.05,110.577,112.379,1.802,explain,5,0.975,0,"ways we will focus on,"
38,3368,4182,112379.05,139572.91,112.379,139.573,27.194,write,35,0.932,0,one of them would be the geometrical way or we will like to call it as the geometrical interpretation. The other thing is what we are more interested in is the so called algebraic interpretation.
39,4183,4266,139572.91,142375.71,139.573,142.376,2.803,explain,0,,1,[silence]
40,4267,4302,142375.71,143576.91,142.376,143.577,1.201,out,0,,1,[silence]
41,4303,4312,143576.91,143910.58,143.577,143.911,0.334,pick_eraser,0,,1,[silence]
42,4313,4413,143910.58,147280.61,143.911,147.281,3.370,erase,0,,1,[silence]
43,4414,4466,147280.61,149049.05,147.281,149.049,1.768,drop_eraser,0,,1,[silence]
44,4467,4495,149049.05,150016.68,149.049,150.017,0.968,out,0,,1,[silence]
45,4496,4656,150016.68,155388.72,150.017,155.389,5.372,explain,11,0.829,0,"So now when I say geometrical interpretation, why are we interested"
46,4657,4769,155388.72,159159.16,155.389,159.159,3.770,out,8,0.963,0,interested in that geometrical interpretation? Because ultimately what
47,4770,4880,159159.16,162862.86,159.159,162.863,3.704,explain,10,0.937,0,"what will happen is in lower dimensions like the second,"
48,4881,5112,162862.86,170603.94,162.863,170.604,7.741,out,25,0.911,0,"two dimensions or three dimensions, we will be able to understand things because we can view them. And from there we will be able to"
49,5113,5286,170603.94,176409.74,170.604,176.410,5.806,explain,17,0.964,0,"to get some algebraic interpretation out of it. As we move into higher dimensions, we will see"
50,5287,5332,176409.74,177944.61,176.410,177.945,1.535,out,4,0.976,0,see that no longer
51,5333,5432,177944.61,181281.28,177.945,181.281,3.337,explain,12,0.889,0,longer our geometric intuition is helpful and that is when we have
52,5433,5483,181281.28,182982.98,181.281,182.983,1.702,out,7,0.992,0,have to rely solely on algebraic methods.
53,5484,5615,182982.98,187387.39,182.983,187.387,4.404,explain,8,0.929,0,methods. But the foundation from lower dimensions which
54,5616,5658,187387.39,188822.16,187.387,188.822,1.435,write,7,0.939,0,which we will be able to visualize
55,5659,5731,188822.16,191257.92,188.822,191.258,2.436,explain,9,0.908,0,visualize will be able to help us do the
56,5732,5777,191257.92,192792.79,191.258,192.793,1.535,out,5,0.778,0,the algebra also. So let
57,5778,5815,192792.79,194060.73,192.793,194.061,1.268,explain,5,0.796,0,let us come back to
58,5816,5862,194060.73,195628.96,194.061,195.629,1.568,explain,5,0.889,0,to a simple question. When
59,5863,6474,195628.96,216049.38,195.629,216.049,20.420,write,28,0.935,0,"When I say x is equal to 1, what exactly does this represent? So the question we are interested in is what is represented by this particular equation?"
60,6475,6557,216049.38,218818.82,216.049,218.819,2.769,explain,7,0.916,0,Now when we first pose this question
61,6558,6602,218818.82,220320.32,218.819,220.320,1.502,out,8,0.943,0,question x is equal to 1 depending on
62,6603,6835,220320.32,228094.76,220.320,228.095,7.774,explain,26,0.902,0,"on what level you are at, you might have different interpretation and that is what we are more interested in is to ask you exactly how"
63,6836,6905,228094.76,230430.43,228.095,230.430,2.336,write,8,0.979,0,how do you interpret x is equal to
64,6906,6977,230430.43,232832.83,230.430,232.833,2.402,explain,10,0.899,0,to 1? Does it represent a point? Does it represent
65,6978,7029,232832.83,234567.90,232.833,234.568,1.735,out,8,0.949,0,represent a line? What does it actually represent?
66,7030,7225,234567.90,241107.77,234.568,241.108,6.540,explain,15,0.981,0,"represent? This is where we have to be now very careful. For example, if we"
67,7226,7549,241107.77,251918.59,241.108,251.919,10.811,write,20,0.922,0,"we are in one dimensional situation, then x is equal to 1 will actually represent a point which marks the"
68,7550,7709,251918.59,257257.26,251.919,257.257,5.339,explain,14,0.88,0,the position on the real axis of the point we call as 1. If
69,7710,7837,257257.26,261528.19,257.257,261.528,4.271,write,10,0.822,0,"If you are in two dimensions, the interpretation of the"
70,7838,7962,261528.19,265699.03,261.528,265.699,4.171,explain,7,0.988,0,the same equation will be slightly different.
71,7963,8280,265699.03,276309.64,265.699,276.310,10.611,write,30,0.929,0,"In two dimensions, when I say x is equal to 1, then basically what it is, is actually a line which passes through the point 1 0, it a vertical"
72,8281,8333,276309.64,278078.08,276.310,278.078,1.768,explain,6,0.959,0,vertical line which passes through the
73,8334,8441,278078.08,281681.68,278.078,281.682,3.604,out,15,0.862,0,the point 1 0. So as you can see depending on the dimensionality of this
74,8442,8670,281681.68,289322.66,281.682,289.323,7.641,explain,25,0.851,0,"this space, we have a different interpretation associated with the same equation. So when somebody says x is equal to 1 always represents a line,"
75,8671,8765,289322.66,292492.49,289.323,292.492,3.170,out,10,0.841,0,"line, that is not an entirely true statement. In fact,"
76,8766,8825,292492.49,294494.49,292.492,294.494,2.002,explain,4,0.863,0,"fact, if I go"
77,8826,9165,294494.49,305839.17,294.494,305.839,11.345,write,16,0.94,0,"go into third dimension, then this x is equal to 1 will be representing a plane."
78,9166,9254,305839.17,308808.81,305.839,308.809,2.970,explain,8,0.862,0,So it is no longer a collection of
79,9255,9310,308808.81,310677.34,308.809,310.677,1.869,out,7,0.928,0,of lines if I may say so.
80,9311,9477,310677.34,316249.58,310.677,316.250,5.572,explain,15,0.953,0,"So x is equal to 1, the best we can say is that it is"
81,9478,9982,316249.58,333099.77,316.250,333.100,16.850,write,30,0.79,0,"an equation which represents a geometrical object and depending on the dimensionality of the space we live in. for example, in three dimension, this plane is what we call as"
82,9983,10115,333099.77,337537.54,333.100,337.538,4.438,explain,14,0.771,0,"as being represented by x is equal to 1 assuming that it horizontal plane,"
83,10116,10138,337537.54,338304.97,337.538,338.305,0.767,write,3,0.784,0,this is x
84,10139,10223,338304.97,341141.14,338.305,341.141,2.836,explain,7,0.846,0,"x axis, y axis and z axis."
85,10224,10283,341141.14,343143.14,341.141,343.143,2.002,out,0,,1,[silence]
86,10284,10396,343143.14,346913.58,343.143,346.914,3.770,explain,13,0.831,0,So from now on whenever somebody gives us an equation or a system
87,10397,10419,346913.58,347681.01,346.914,347.681,0.767,out,3,0.991,0,"system of equations,"
88,10420,10489,347681.01,350016.68,347.681,350.017,2.336,out,9,0.909,0,"equations, we have to be very careful and ask"
89,10490,10582,350016.68,353119.79,350.017,353.120,3.103,explain,13,0.931,0,ask ourselves what is the ambient space in which we are working and
90,10583,10646,353119.79,355255.26,353.120,355.255,2.135,out,9,0.924,0,and based on that space we will try to
91,10647,10711,355255.26,357424.09,355.255,357.424,2.169,explain,7,0.909,0,to interpret the answer of the solution
92,10712,10778,357424.09,359659.66,357.424,359.660,2.236,out,7,0.988,0,solution to that particular system of equations.
93,10779,10818,359659.66,360994.33,359.660,360.994,1.335,pick_eraser,0,,1,[silence]
94,10819,11621,360994.33,387787.79,360.994,387.788,26.793,erase,41,0.864,0,"So let us revisit this system again and try to understand what it means for us to solve an equation and we will learn how to interpret them geometrically, what exactly does the system mean from the geometrical point of view."
95,11622,11694,387787.79,390223.56,387.788,390.224,2.436,drop_eraser,0,,1,[silence]
96,11695,11727,390223.56,391324.66,390.224,391.325,1.101,explain,3,0.662,0,So let us
97,11728,11770,391324.66,392759.43,391.325,392.759,1.435,out,5,0.97,0,us come back to the
98,11771,11889,392759.43,396730.06,392.759,396.730,3.971,explain,9,0.875,0,the same system we had started with. Now as
99,11890,12275,396730.06,409609.61,396.730,409.610,12.880,out,42,0.923,0,as you can see there are two variables or two unknowns x and y. So at least we know that we are working in a two dimensional space or maybe a higher dimensional space. But let us focus for now that suppose
100,12276,12963,409609.61,432565.90,409.610,432.566,22.956,write,41,0.868,0,"suppose we are working in the two dimensional space which we will represent as R2, so two dimensional space, the word over here which may or may not be in anything right now, it is a two dimensional real Euclidean space,"
101,12964,12986,432565.90,433333.33,432.566,433.333,0.767,explain,2,0.957,0,"space, real"
102,12987,13121,433333.33,437837.84,433.333,437.838,4.505,out,14,0.935,0,real because we will be dealing with real numbers as our scalars. Euclidean has
103,13122,13188,437837.84,440073.41,437.838,440.073,2.236,explain,10,0.971,0,has something to do with the geometry of the space
104,13189,13306,440073.41,444010.68,440.073,444.011,3.937,out,11,0.905,0,space and it will follow all the rules of Euclidean geometry
105,13307,13613,444010.68,454254.25,444.011,454.254,10.244,explain,27,0.903,0,and we will try to interpret 3x is equal to 1 and x plus 2y equal to 3. So what does this system actually represent? So we
106,13614,13798,454254.25,460427.09,454.254,460.427,6.173,write,17,0.877,0,"we were in a two dimensional setting in R2, suppose this is my x, this is my"
107,13799,13852,460427.09,462228.90,460.427,462.229,1.802,explain,4,0.945,0,my y. This 3x
108,13853,14018,462228.90,467767.77,462.229,467.768,5.539,out,22,0.924,0,3x is equal to 1 as we saw in the previous example when I was using x is equal to 1. This
109,14019,14128,467767.77,471438.10,467.768,471.438,3.670,explain,9,0.969,0,This represents a line which passes through the point
110,14129,14358,471438.10,479112.45,471.438,479.112,7.674,write,15,0.742,0,one third 0. So here is a line which passes through the point one third
111,14359,14410,479112.45,480847.51,479.112,480.848,1.735,explain,3,0.502,0,third 0 and
112,14411,14507,480847.51,484084.08,480.848,484.084,3.237,out,6,0.739,0,and this is what equation one
113,14508,14591,484084.08,486886.89,484.084,486.887,2.803,write,9,0.894,0,one represents. So let me call this as equation
114,14592,14601,486886.89,487220.55,486.887,487.221,0.334,explain,2,0.889,0,equation for
115,14602,14617,487220.55,487754.42,487.221,487.754,0.534,out,2,0.94,0,for line
116,14618,14669,487754.42,489489.49,487.754,489.489,1.735,explain,6,0.951,0,line L1. So this is my
117,14670,14698,489489.49,490457.12,489.489,490.457,0.968,write,3,0.965,0,my line L1.
118,14699,14746,490457.12,492058.73,490.457,492.059,1.602,explain,1,0.904,0,L1.
119,14747,14815,492058.73,494361.03,492.059,494.361,2.302,out,4,0.903,0,Now the second equation
120,14816,14884,494361.03,496663.33,494.361,496.663,2.302,write,9,0.871,0,equation being a linear equation again represents a line.
121,14885,15004,496663.33,500667.33,496.663,500.667,4.004,out,13,0.99,0,So let me call this as the line L2. And this is another
122,15005,15103,500667.33,503970.64,500.667,503.971,3.303,explain,11,0.924,0,"another straight line, we can try to plot this line. So"
123,15104,15107,503970.64,504104.10,503.971,504.104,0.133,write,2,0.634,0,So for
124,15108,15128,504104.10,504804.80,504.104,504.805,0.701,write,2,0.905,0,"for example,"
125,15129,15131,504804.80,504904.90,504.805,504.905,0.100,explain,1,0.995,0,"example,"
126,15132,15192,504904.90,506940.27,504.905,506.940,2.035,explain,5,0.981,0,"whatever this line might be,"
127,15193,15296,506940.27,510410.41,506.940,510.410,3.470,out,13,0.876,0,"be, when I plug in y equal to 0, x is 3. So"
128,15297,15384,510410.41,513346.68,510.410,513.347,2.936,explain,10,0.908,0,"So it cuts the x -axis at a point 3,"
129,15385,15449,513346.68,515515.52,513.347,515.516,2.169,write,2,0.776,0,"3, 0."
130,15450,15510,515515.52,517550.88,515.516,517.551,2.035,explain,2,0.98,0,And when
131,15511,15580,517550.88,519886.55,517.551,519.887,2.336,out,8,0.897,0,"when x is 0, y is 3 halves."
132,15581,15657,519886.55,522455.79,519.887,522.456,2.569,explain,9,0.964,0,"So it cuts the y -axis at a point,"
133,15658,16052,522455.79,535635.64,522.456,535.636,13.180,write,23,0.86,0,"point, I am not drawing this to a scale deliberately just to prove a point that we are only interested in a geometrical"
134,16053,16053,535635.64,535669.00,535.636,535.669,0.033,write,1,0.98,0,geometrical
135,16054,16102,535669.00,537303.97,535.669,537.304,1.635,explain,4,0.862,0,geometrical interpretation which can
136,16103,16233,537303.97,541675.01,537.304,541.675,4.371,out,10,0.951,0,can help us build or see into its algebraic interpretation.
137,16234,16268,541675.01,542842.84,541.675,542.843,1.168,explain,2,0.983,0,interpretation. Now
138,16269,16473,542842.84,549683.02,542.843,549.683,6.840,out,26,0.931,0,"Now when I say I want to solve the system of linear equation, that means I want a value for x and a value of y"
139,16474,16537,549683.02,551818.49,549.683,551.818,2.135,explain,5,0.942,0,y which satisfies both these
140,16538,16640,551818.49,555255.26,551.818,555.255,3.437,out,11,0.958,0,"these equations. What it means is I want a point x,"
141,16641,16695,555255.26,557090.42,555.255,557.090,1.835,explain,2,0.81,0,"x, y."
142,16696,17439,557090.42,581915.25,557.090,581.915,24.825,write,19,0.911,0,"So this is what solving means for us, a point x, y that lies on both L1 and L2."
143,17440,17551,581915.25,585652.32,581.915,585.652,3.737,explain,6,0.788,0,"So here is my line L2,"
144,17552,17635,585652.32,588455.12,585.652,588.455,2.803,write,12,0.928,0,"L2, there is my line L1, and I want a point which"
145,17636,17705,588455.12,590790.79,588.455,590.791,2.336,out,9,0.961,0,which lies on both of them. So as you
146,17706,17786,590790.79,593493.49,590.791,593.493,2.703,explain,9,0.951,0,"you can see, from geometrically standpoint, means we are"
147,17787,17873,593493.49,596396.40,593.493,596.396,2.903,write,9,0.993,0,are interested in knowing the intersection point of this
148,17874,17926,596396.40,598164.83,596.396,598.165,1.768,explain,2,0.995,0,this line.
149,17927,18119,598164.83,604604.60,598.165,604.605,6.440,out,17,0.95,0,"Of course, finding intersection point geometrically is also possible if we draw this drawing to the scale."
150,18120,18166,604604.60,606172.84,604.605,606.173,1.568,explain,5,0.881,0,"Possibly we can, after some"
151,18167,18175,606172.84,606473.14,606.173,606.473,0.300,explain,1,0.999,0,some
152,18176,18190,606473.14,606973.64,606.473,606.974,0.501,out,1,0.999,0,some
153,18191,18203,606973.64,607407.41,606.974,607.407,0.434,out,1,0.999,0,some
154,18204,18410,607407.41,614314.31,607.407,614.314,6.907,out,23,0.912,0,"some careful examination, we will be able to locate what that point is. But remember I said I am deliberately not drawing it"
155,18411,18432,614314.31,615048.38,614.314,615.048,0.734,out,5,0.905,0,it to the scale because
156,18433,18474,615048.38,616449.78,615.048,616.450,1.401,explain,6,0.881,0,because we want to find another
157,18475,18588,616449.78,620253.59,616.450,620.254,3.804,explain,10,0.902,0,another way to find that point and that is what
