segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
0,0,514,0.00,17183.85,0.000,17.184,17.184,explain,46,0.82,0,"Hello everyone, I'm Xuxi, welcome to my channel. In this video we are to an exercise of factorization of polynomials. Remember that in the information you have available all the links that you may need if you want to do this exercise So let's do it."
1,515,1114,17183.85,37203.87,17.184,37.204,20.020,transit,31,0.905,0,"These are the exercises that we are to solve. You can pause the video, copy the exercises and solve them. Then you can continue watching the video to see how they"
2,1115,2209,37203.87,73740.41,37.204,73.740,36.537,explain,106,0.799,0,"Whenever we have to factorize any polynomial, first thing we have to do is try to a common If you it, of Well, let's see if these three terms We see from part of the numbers that the common factor is 1. Why? Because 1, 12 and 36, its maximum common divisor is 1. Therefore, when we 1, 1, we do extract anything. And from the letters, from the literal part, what can we What do in common? Well, the maximum common divisor of the letters is x squared. The maximum I can extract from all of them is x squared. Well, that is going to"
3,2210,2262,73740.41,75508.84,73.740,75.509,1.768,write,3,0.99,0,be our common
4,2263,2662,75508.84,88855.52,75.509,88.856,13.347,explain,31,0.836,0,"Well, if I extract x squared from this first term, when I extract it, I divide x squared by x squared, what do get? Let's if you like this. x squared"
5,2663,2739,88855.52,91424.76,88.856,91.425,2.569,write,7,0.781,0,is x times x times x x.
6,2740,2818,91424.76,94060.73,91.425,94.061,2.636,explain,6,0.683,0,x four times x. If I
7,2819,2855,94060.73,95295.30,94.061,95.295,1.235,emphasize,1,0.639,0,"2x,"
8,2856,2970,95295.30,99132.47,95.295,99.132,3.837,explain,9,0.686,0,how many do have left? Two I have x
9,2971,2997,99132.47,100033.37,99.132,100.033,0.901,write,1,0.861,0,squared
10,2998,3455,100033.37,115315.32,100.033,115.315,15.282,explain,47,0.798,0,"This is the same as if we x fourths between the common that is x squared, it gives me x squared, Here I have done it visually, the dividing so that you in the background what we doing. If I have x cubed, I have three x"
11,3456,3491,115315.32,116516.52,115.315,116.517,1.201,write,3,0.669,0,in this one.
12,3492,3636,116516.52,121354.69,116.517,121.355,4.838,explain,15,0.769,0,"And if I 2, that if I divide x cubed by x squared, will have"
13,3637,3704,121354.69,123623.62,121.355,123.624,2.269,write,2,0.758,0,one x
14,3705,3865,123623.62,128995.66,123.624,128.996,5.372,explain,21,0.892,0,"And here I have x squared. If I remove the x squared, if I x squared by x squared, I do"
15,3866,3877,128995.66,129396.06,128.996,129.396,0.400,write,1,0.97,0,have
16,3878,5036,129396.06,168068.07,129.396,168.068,38.672,explain,92,0.843,0,"any x That's it like this. Well, once I have extracted the common let's see what I left in the parenthesis. Let's if we can continue to factorize this polynomial. I have a second degree that three terms. It can be a notable identity. I already that is a notable identity. I'm sure many of have already seen it. If it is or you are not able to see that this comes from a notable identity, do worry. You can do it as a second degree okay? For those of have seen"
17,5037,5543,168068.07,184984.98,168.068,184.985,16.917,write,20,0.674,0,"it, great, put it now. I am going solve it as a second degree okay? For that, equal to zero"
18,5544,5803,184984.98,193660.33,184.985,193.660,8.675,explain,15,0.83,0,"and I find the value of x. I am to do with the formula, okay?"
19,5804,5835,193660.33,194728.06,193.660,194.728,1.068,write,0,,1,[silence]
20,5836,5955,194728.06,198732.07,194.728,198.732,4.004,explain,12,0.808,0,"Minus b, you already know that it the term that accompanies x."
21,5956,5962,198732.07,198965.63,198.732,198.966,0.234,write,2,0.862,0,And if
22,5963,6011,198965.63,200600.60,198.966,200.601,1.635,explain,5,0.551,0,"it is less, minus minus"
23,6012,6485,200600.60,216416.42,200.601,216.416,15.816,write,25,0.875,0,"12 plus 12 plus minus root of b squared minus 12 squared minus 4 times a, which 1, times c, which 36, divided by 2."
24,6486,6537,216416.42,218151.48,216.416,218.151,1.735,explain,1,0.824,0,solve
25,6538,6935,218151.48,231431.43,218.151,231.431,13.280,write,15,0.741,0,"12 plus minus 144 minus 144 divided by 2, if I down here, 12 plus"
26,6936,7032,231431.43,234668.00,231.431,234.668,3.237,explain,5,0.654,0,"minus root of zero, because"
27,7033,7050,234668.00,235268.60,234.668,235.269,0.601,point,4,0.81,0,this is going to
