segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label
0,151,151,5038.37,5071.74,5.038,5.072,0.033,out
1,152,2927,5071.74,97697.70,5.072,97.698,92.626,explain
2,2928,2948,97697.70,98398.40,97.698,98.398,0.701,write
3,2949,4756,98398.40,158725.39,98.398,158.725,60.327,explain
4,4757,4772,158725.39,159259.26,158.725,159.259,0.534,point
5,4773,4860,159259.26,162195.53,159.259,162.196,2.936,write
6,4861,5127,162195.53,171104.44,162.196,171.104,8.909,explain
7,5128,5151,171104.44,171905.24,171.104,171.905,0.801,write
8,5152,5420,171905.24,180880.88,171.905,180.881,8.976,explain
9,5421,5435,180880.88,181381.38,180.881,181.381,0.501,point
10,5436,5481,181381.38,182916.25,181.381,182.916,1.535,write
11,5482,5607,182916.25,187120.45,182.916,187.120,4.204,explain
12,5608,5627,187120.45,187787.79,187.120,187.788,0.667,write
13,5628,5769,187787.79,192525.86,187.788,192.526,4.738,explain
14,5770,5793,192525.86,193326.66,192.526,193.327,0.801,write
15,5794,5977,193326.66,199466.13,193.327,199.466,6.139,explain
16,5978,6076,199466.13,202769.44,199.466,202.769,3.303,write
17,6077,6248,202769.44,208508.51,202.769,208.509,5.739,explain
18,6249,6289,208508.51,209876.54,208.509,209.877,1.368,write
19,6290,6479,209876.54,216216.22,209.877,216.216,6.340,explain
20,6480,6499,216216.22,216883.55,216.216,216.884,0.667,write
21,6500,6836,216883.55,228128.13,216.884,228.128,11.245,explain
22,6837,6969,228128.13,232565.90,228.128,232.566,4.438,write
23,6970,7526,232565.90,251151.15,232.566,251.151,18.585,explain
24,7527,7543,251151.15,251718.39,251.151,251.718,0.567,write
25,7544,7593,251718.39,253386.72,251.718,253.387,1.668,explain
26,7594,7607,253386.72,253853.85,253.387,253.854,0.467,point
27,7608,7729,253853.85,257924.59,253.854,257.925,4.071,explain
28,7730,7790,257924.59,259959.96,257.925,259.960,2.035,write
29,7791,8038,259959.96,268234.90,259.960,268.235,8.275,explain
30,8039,8085,268234.90,269803.14,268.235,269.803,1.568,write
31,8086,8504,269803.14,283783.78,269.803,283.784,13.981,explain
32,8505,8533,283783.78,284751.42,283.784,284.751,0.968,point
33,8534,8544,284751.42,285118.45,284.751,285.118,0.367,write
34,8545,8589,285118.45,286619.95,285.118,286.620,1.502,explain
35,8590,8615,286619.95,287487.49,286.620,287.487,0.868,write
36,8616,8676,287487.49,289522.86,287.487,289.523,2.035,explain
37,8677,8685,289522.86,289823.16,289.523,289.823,0.300,write
38,8686,9023,289823.16,301101.10,289.823,301.101,11.278,explain
39,9024,9071,301101.10,302702.70,301.101,302.703,1.602,write
40,9072,10881,302702.70,363096.43,302.703,363.096,60.394,explain
41,10882,10970,363096.43,366066.07,363.096,366.066,2.970,write
42,10971,11387,366066.07,379979.98,366.066,379.980,13.914,explain
43,11388,11469,379979.98,382716.05,379.980,382.716,2.736,write
44,11470,12149,382716.05,405405.41,382.716,405.405,22.689,explain
45,12150,12187,405405.41,406673.34,405.405,406.673,1.268,write
46,12188,12253,406673.34,408875.54,406.673,408.876,2.202,explain
47,12254,12279,408875.54,409743.08,408.876,409.743,0.868,write
48,12280,12282,409743.08,409843.18,409.743,409.843,0.100,explain
49,12283,12409,409843.18,414080.75,409.843,414.081,4.238,explain
50,12410,12437,414080.75,415015.02,414.081,415.015,0.934,write
51,12438,13361,415015.02,445845.85,415.015,445.846,30.831,explain
52,13362,13407,445845.85,447380.71,445.846,447.381,1.535,write
53,13408,13586,447380.71,453353.35,447.381,453.353,5.973,explain
54,13587,13597,453353.35,453720.39,453.353,453.720,0.367,write
55,13598,13873,453720.39,462929.60,453.720,462.930,9.209,explain
56,13874,13931,462929.60,464864.86,462.930,464.865,1.935,write
57,13932,14268,464864.86,476109.44,464.865,476.109,11.245,explain
58,14269,14336,476109.44,478378.38,476.109,478.378,2.269,write
59,14337,14664,478378.38,489322.66,478.378,489.323,10.944,explain
60,14665,14680,489322.66,489856.52,489.323,489.857,0.534,write
61,14681,14818,489856.52,494461.13,489.857,494.461,4.605,explain
62,14819,14835,494461.13,495028.36,494.461,495.028,0.567,pickerase
63,14836,14856,495028.36,495729.06,495.028,495.729,0.701,erase
64,14857,14883,495729.06,496629.96,495.729,496.630,0.901,droperase
65,14884,14891,496629.96,496896.90,496.630,496.897,0.267,explain
66,14892,14911,496896.90,497564.23,496.897,497.564,0.667,write
67,14912,15011,497564.23,500900.90,497.564,500.901,3.337,explain
68,15012,15237,500900.90,508441.78,500.901,508.442,7.541,write
69,15238,15268,508441.78,509476.14,508.442,509.476,1.034,explain
70,15269,15335,509476.14,511711.71,509.476,511.712,2.236,emphasize
71,15336,16591,511711.71,553620.29,511.712,553.620,41.909,explain
72,16592,16619,553620.29,554554.55,553.620,554.555,0.934,transit
73,16620,17220,554554.55,574607.94,554.555,574.608,20.053,explain
74,17221,17297,574607.94,577177.18,574.608,577.177,2.569,write
75,17298,17373,577177.18,579713.05,577.177,579.713,2.536,explain
76,17374,17390,579713.05,580280.28,579.713,580.280,0.567,write
77,17391,17596,580280.28,587153.82,580.280,587.154,6.874,explain
78,17597,17627,587153.82,588188.19,587.154,588.188,1.034,write
79,17628,18409,588188.19,614280.95,588.188,614.281,26.093,explain
80,18410,18515,614280.95,617817.82,614.281,617.818,3.537,write
81,18516,18593,617817.82,620420.42,617.818,620.420,2.603,explain
82,18594,18671,620420.42,623023.02,620.420,623.023,2.603,write
83,18672,18856,623023.02,629195.86,623.023,629.196,6.173,explain
84,18857,18872,629195.86,629729.73,629.196,629.730,0.534,write
85,18873,19003,629729.73,634100.77,629.730,634.101,4.371,explain
86,19004,19054,634100.77,635802.47,634.101,635.802,1.702,write
87,19055,19174,635802.47,639806.47,635.802,639.806,4.004,explain
88,19175,19222,639806.47,641408.07,639.806,641.408,1.602,write
89,19223,19266,641408.07,642876.21,641.408,642.876,1.468,emphasize
90,19267,19857,642876.21,662595.93,642.876,662.596,19.720,explain
91,19858,19883,662595.93,663463.46,662.596,663.463,0.868,pickerase
92,19884,20027,663463.46,668268.27,663.463,668.268,4.805,erase
93,20028,20053,668268.27,669135.80,668.268,669.136,0.868,droperase
94,20054,20154,669135.80,672505.84,669.136,672.506,3.370,explain
95,20155,20171,672505.84,673073.07,672.506,673.073,0.567,write
96,20172,20253,673073.07,675809.14,673.073,675.809,2.736,explain
97,20254,20373,675809.14,679813.15,675.809,679.813,4.004,write
98,20374,20543,679813.15,685485.49,679.813,685.485,5.672,explain
99,20544,20605,685485.49,687554.22,685.485,687.554,2.069,write
100,20606,21088,687554.22,703670.34,687.554,703.670,16.116,explain
101,21089,21109,703670.34,704371.04,703.670,704.371,0.701,write
102,21110,21638,704371.04,722022.02,704.371,722.022,17.651,explain
103,21639,21715,722022.02,724591.26,722.022,724.591,2.569,write
104,21716,22566,724591.26,752986.32,724.591,752.986,28.395,explain
105,22567,22592,752986.32,753853.85,752.986,753.854,0.868,write
106,22593,22896,753853.85,763997.33,753.854,763.997,10.143,explain
107,22897,22913,763997.33,764564.56,763.997,764.565,0.567,pickerase
108,22914,23138,764564.56,772072.07,764.565,772.072,7.508,explain
109,23139,23221,772072.07,774841.51,772.072,774.842,2.769,erase
110,23222,23253,774841.51,775909.24,774.842,775.909,1.068,droperase
111,23254,23853,775909.24,795929.26,775.909,795.929,20.020,explain
112,23854,23871,795929.26,796529.86,795.929,796.530,0.601,write
113,23872,24062,796529.86,802902.90,796.530,802.903,6.373,explain
114,24063,24079,802902.90,803470.14,802.903,803.470,0.567,write
115,24080,24124,803470.14,804971.64,803.470,804.972,1.502,explain
116,24125,24155,804971.64,806006.01,804.972,806.006,1.034,write
117,24156,24372,806006.01,813246.58,806.006,813.247,7.241,explain
118,24373,24412,813246.58,814581.25,813.247,814.581,1.335,write
119,24413,24480,814581.25,816850.18,814.581,816.850,2.269,explain
120,24481,24551,816850.18,819219.22,816.850,819.219,2.369,write
121,24552,26243,819219.22,875675.68,819.219,875.676,56.456,explain
122,26244,26265,875675.68,876409.74,875.676,876.410,0.734,pickerase
123,26266,26354,876409.74,879379.38,876.410,879.379,2.970,erase
124,26355,26369,879379.38,879879.88,879.379,879.880,0.501,droperase
125,26370,26395,879879.88,880747.41,879.880,880.747,0.868,explain
126,26396,26425,880747.41,881748.42,880.747,881.748,1.001,write
127,26426,26553,881748.42,886019.35,881.748,886.019,4.271,explain
128,26554,26729,886019.35,891891.89,886.019,891.892,5.873,write
129,26730,26913,891891.89,898031.36,891.892,898.031,6.139,explain
130,26914,26949,898031.36,899232.57,898.031,899.233,1.201,pickerase
131,26950,27507,899232.57,917851.18,899.233,917.851,18.619,explain
132,27508,27537,917851.18,918852.19,917.851,918.852,1.001,pickerase
133,27538,27617,918852.19,921521.52,918.852,921.522,2.669,erase
134,27618,27676,921521.52,923490.16,921.522,923.490,1.969,explain
135,27677,27704,923490.16,924424.42,923.490,924.424,0.934,transit
136,27705,28399,924424.42,947614.28,924.424,947.614,23.190,explain
137,28400,28510,947614.28,951317.98,947.614,951.318,3.704,write
138,28511,28625,951317.98,955155.16,951.318,955.155,3.837,explain
139,28626,28635,955155.16,955488.82,955.155,955.489,0.334,write
140,28636,29205,955488.82,974507.84,955.489,974.508,19.019,explain
141,29206,29271,974507.84,976710.04,974.508,976.710,2.202,write
142,29272,30554,976710.04,1019519.52,976.710,1019.520,42.809,explain
143,30555,30613,1019519.52,1021488.15,1019.520,1021.488,1.969,write
144,30614,31129,1021488.15,1038705.37,1021.488,1038.705,17.217,explain
145,31130,31157,1038705.37,1039639.64,1038.705,1039.640,0.934,write
146,31158,31294,1039639.64,1044210.88,1039.640,1044.211,4.571,explain
147,31295,31320,1044210.88,1045078.41,1044.211,1045.078,0.868,write
148,31321,31895,1045078.41,1064264.26,1045.078,1064.264,19.186,explain
149,31896,31928,1064264.26,1065365.37,1064.264,1065.365,1.101,write
150,31929,32122,1065365.37,1071838.51,1065.365,1071.839,6.473,explain
151,32123,32205,1071838.51,1074607.94,1071.839,1074.608,2.769,write
152,32206,32232,1074607.94,1075508.84,1074.608,1075.509,0.901,explain
153,32233,32295,1075508.84,1077610.94,1075.509,1077.611,2.102,write
154,32296,32882,1077610.94,1097197.20,1077.611,1097.197,19.586,explain
155,32883,33002,1097197.20,1101201.20,1097.197,1101.201,4.004,write
