segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
0,151,151,5038.37,5071.74,5.038,5.072,0.033,out,0,,1,[silence]
1,152,2927,5071.74,97697.70,5.072,97.698,92.626,explain,239,0.887,0,"BAM! Mr. Tarrou. In this video I intend on running through a very large set of examples for you. That is why this video is so long. Of reading some real life situations or least some sentences and converting them into algebraic expressions. Now these can vary from the ridiculously easy to... yeah this is pretty complex. Depending on your textbook, at this point just converting from words to expressions might seem like overly easy and not real purposeful or have real meaning. But this basic idea of taking real language and writing it into a math equation is what algebra is all about. Taking real life scenarios. Ultimately of course are trying to... know no one talks as in x's and y's. We talk in words and we find area for carpet that we are trying to figure out how to solve this problem or this real situation. How much does this carpet cost that in this room? Well I have to find square footage and that is length times width and have to... blah blah blah. getting from words to algebra is a really important idea. So let's start off with some pretty easy examples. Three more than a number. Well a number. What number? I don't know. Well that is what the is. The variable is a letter that represents an unknown number. So let's just call this a number. Let's just call this... I don't"
2,2928,2948,97697.70,98398.40,97.698,98.398,0.701,write,1,0.909,0,know...
3,2949,4756,98398.40,158725.39,98.398,158.725,60.327,explain,171,0.867,0,"b. So three more than a number. Well more than means add. The more than and the less than... when those two words are together they also imply that you need to change the order that you see the stuff in the sentence. Change the order of the sentence around. In other words if I have got twenty dollars and I need three more than that it is going to be twenty plus three which is twenty three. Well who cares. Three plus twenty is twenty three as well. But if I have twenty dollars and I have... for some reason I need less than that. I need three less than twenty. Well three minus twenty is negative seventeen. That doesn't make any sense. is twenty minus three. When you have these two words together you need to know more means add, less means subtract. But those two words together means that need change the order of the sentence. What you see in the sentence. So a number, this unknown value,"
4,4757,4772,158725.39,159259.26,158.725,159.259,0.534,point,0,,1,[silence]
5,4773,4860,159259.26,162195.53,159.259,162.196,2.936,write,8,0.841,0,needs to come first and it is less...
6,4861,5127,162195.53,171104.44,162.196,171.104,8.909,explain,19,0.839,0,you know three. is three less than this unknown value of b. How about five less than twice a
7,5128,5151,171104.44,171905.24,171.104,171.905,0.801,write,1,0.217,0,again
8,5152,5420,171905.24,180880.88,171.905,180.881,8.976,explain,21,0.95,0,unknown value. I don't care what letter you pick. Twice a number is a multiplication of two. So twice a number
9,5421,5435,180880.88,181381.38,180.881,181.381,0.501,point,1,0.984,0,is
10,5436,5481,181381.38,182916.25,181.381,182.916,1.535,write,4,0.817,0,going to be 2b
11,5482,5607,182916.25,187120.45,182.916,187.120,4.204,explain,10,0.723,0,and then five... oh excuse me this is more than.
12,5608,5627,187120.45,187787.79,187.120,187.788,0.667,write,0,,1,[silence]
13,5628,5769,187787.79,192525.86,187.788,192.526,4.738,explain,10,0.952,0,Sorry about that. So five less than twice a number
14,5770,5793,192525.86,193326.66,192.526,193.327,0.801,write,1,0.872,0,is
15,5794,5977,193326.66,199466.13,193.327,199.466,6.139,explain,8,0.806,0,take five away from it. The quotient. Well
16,5978,6076,199466.13,202769.44,199.466,202.769,3.303,write,2,0.754,0,quotient is
17,6077,6248,202769.44,208508.51,202.769,208.509,5.739,explain,8,0.875,0,"division. The quotient, I am dividing the sum."
18,6249,6289,208508.51,209876.54,208.509,209.877,1.368,write,2,0.942,0,Sum is
19,6290,6479,209876.54,216216.22,209.877,216.216,6.340,explain,17,0.931,0,addition. So I am going to add a couple of numbers. I am going to add six
20,6480,6499,216216.22,216883.55,216.216,216.884,0.667,write,1,0.476,0,and
21,6500,6836,216883.55,228128.13,216.884,228.128,11.245,explain,40,0.918,0,this unknown value. So the quotient is division. The quotient of the sum of x and a number. So it is implying that I need to add these two numbers before I do this division. So I am going show
22,6837,6969,228128.13,232565.90,228.128,232.566,4.438,write,5,0.788,0,that as six plus an
23,6970,7526,232565.90,251151.15,232.566,251.151,18.585,explain,59,0.919,0,unknown value of b. I don't really need the parenthesis there because a fraction bar acts as a grouping symbol. But for good measure I am adding them in. So the quotient of the sum of six and a number and three. So it the quotient of all of this and three. So it is all of this divided
24,7527,7543,251151.15,251718.39,251.151,251.718,0.567,write,1,0.996,0,by
25,7544,7593,251718.39,253386.72,251.718,253.387,1.668,explain,1,0.961,0,three.
26,7594,7607,253386.72,253853.85,253.387,253.854,0.467,point,1,0.395,0,And
27,7608,7729,253853.85,257924.59,253.854,257.925,4.071,explain,7,0.882,0,there is our third example. The difference.
28,7730,7790,257924.59,259959.96,257.925,259.960,2.035,write,0,,1,[silence]
29,7791,8038,259959.96,268234.90,259.960,268.235,8.275,explain,14,0.945,0,"The word difference means subtract. So the subtraction of, the difference of. Product means"
30,8039,8085,268234.90,269803.14,268.235,269.803,1.568,write,0,,1,[silence]
31,8086,8504,269803.14,283783.78,269.803,283.784,13.981,explain,38,0.898,0,"multiply. So I am going to take a couple of numbers now again, it kind like the third example, and multiply. I want the difference of the product of an unknown value in seven. So I want to"
32,8505,8533,283783.78,284751.42,283.784,284.751,0.968,point,0,,1,[silence]
33,8534,8544,284751.42,285118.45,284.751,285.118,0.367,write,0,,1,[silence]
34,8545,8589,285118.45,286619.95,285.118,286.620,1.502,explain,0,,1,[silence]
35,8590,8615,286619.95,287487.49,286.620,287.487,0.868,write,0,,1,[silence]
36,8616,8676,287487.49,289522.86,287.487,289.523,2.035,explain,6,0.855,0,So there is the product of
37,8677,8685,289522.86,289823.16,289.523,289.823,0.300,write,0,,1,[silence]
38,8686,9023,289823.16,301101.10,289.823,301.101,11.278,explain,27,0.919,0,seven and a number. That is the difference. I want the difference of the product of a number and four. I want the difference of this and
