segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
0,0,35,0.00,1201.20,0.000,1.201,1.201,explain,0,,1,[silence]
1,36,849,1201.20,28361.70,1.201,28.362,27.160,write,19,0.858,0,"So, today we are going to have our sixth lecture. The main topic for today would be linear independence."
2,850,863,28361.70,28828.83,28.362,28.829,0.467,explain,0,,1,[silence]
3,864,946,28828.83,31598.26,28.829,31.598,2.769,out,8,0.94,0,"So, linear independence of a set of vectors."
4,947,1100,31598.26,36736.74,31.598,36.737,5.138,explain,16,0.942,0,"Now, let me quickly recall the stuff that we had seen, so that we would have"
5,1101,1614,36736.74,53887.22,36.737,53.887,17.150,write,34,0.919,0,"have a better shot at relating two things. So, our basic idea was to solve a system of equations. So, when we say a system of equation, it is basically like a matrix A,"
6,1615,1813,53887.22,60527.19,53.887,60.527,6.640,explain,20,0.897,0,"a vector B and we want to find the vector x, which can help us as a solution for this."
7,1814,1946,60527.19,64964.96,60.527,64.965,4.438,write,13,0.988,0,"this. So, what we did was, we basically went for the augmented matrix"
8,1947,2096,64964.96,69969.97,64.965,69.970,5.005,explain,6,0.96,0,matrix and we talked about things
9,2097,2681,69969.97,89489.49,69.970,89.489,19.520,write,25,0.868,0,"things like the rank of the matrix, the pivots, the row form, free variables. So, these were like various notions that we had used in"
10,2682,2758,89489.49,92058.73,89.489,92.059,2.569,explain,7,0.968,0,in order to understand or talk about
11,2759,2814,92058.73,93927.26,92.059,93.927,1.869,out,5,0.992,0,about the solutions of this
12,2815,2910,93927.26,97130.46,93.927,97.130,3.203,explain,7,0.994,0,"this particular system of equations. So, once"
13,2911,3899,97130.46,130130.13,97.130,130.130,33.000,write,38,0.951,0,"once we did all of these things, then we went on to something we called as the linear span of a set of vectors. Somehow, we were able to tie this thing up with solving a system of,"
14,3900,3981,130130.13,132866.20,130.130,132.866,2.736,explain,3,0.98,0,the idea is
15,3982,4439,132866.20,148148.15,132.866,148.148,15.282,out,38,0.943,0,is we had this geometrical concept of a linear span of vectors and we related it to an algebraic way of understanding that geometric concept. Same idea goes with the linear independence of set of vectors. Linear independence
16,4440,4474,148148.15,149315.98,148.148,149.316,1.168,write,4,0.984,0,independence basically came out
17,4475,4491,149315.98,149883.22,149.316,149.883,0.567,explain,3,0.986,0,out of a
18,4492,4650,149883.22,155188.52,149.883,155.189,5.305,out,9,0.991,0,a geometrical idea of how to interpret parallel vectors.
19,4651,4904,155188.52,163663.66,155.189,163.664,8.475,write,5,0.991,0,"So, for example, if I"
20,4905,4922,163663.66,164264.26,163.664,164.264,0.601,explain,2,0.195,0,look so
21,4923,5070,164264.26,169202.54,164.264,169.203,4.938,out,18,0.818,0,"so often we can say these are non -parallel vectors and the ones I have non -parallel vectors,"
22,5071,5099,169202.54,170170.17,169.203,170.170,0.968,explain,3,0.978,0,"vectors, it will"
23,5100,5174,170170.17,172672.67,170.170,172.673,2.503,write,6,0.992,0,will be easy for me to
24,5175,5188,172672.67,173139.81,172.673,173.140,0.467,explain,0,,1,[silence]
25,5189,5298,173139.81,176810.14,173.140,176.810,3.670,out,7,0.921,0,reach any point p using just these
26,5299,5384,176810.14,179679.68,176.810,179.680,2.870,explain,10,0.975,0,these two vectors. I can perhaps go in this direction
27,5385,5494,179679.68,183350.02,179.680,183.350,3.670,write,12,0.955,0,"direction further up to here, then try to go in this direction"
28,5495,5520,183350.02,184217.55,183.350,184.218,0.868,explain,1,0.999,0,direction
29,5521,5587,184217.55,186453.12,184.218,186.453,2.236,out,4,0.981,0,"to reach p. However,"
30,5588,5605,186453.12,187053.72,186.453,187.054,0.601,explain,1,0.997,0,if
31,5606,5673,187053.72,189322.66,187.054,189.323,2.269,write,8,0.941,0,if I was given a v1 vector like
32,5674,5719,189322.66,190857.52,189.323,190.858,1.535,explain,4,0.974,0,like this and another
33,5720,5771,190857.52,192592.59,190.858,192.593,1.735,out,2,0.995,0,another vector
34,5772,5866,192592.59,195762.43,192.593,195.762,3.170,change,1,0.849,0,say
35,5867,5893,195762.43,196663.33,195.762,196.663,0.901,out,2,0.654,0,say v2
36,5894,5961,196663.33,198932.27,196.663,198.932,2.269,explain,4,0.853,0,v2 vector like this
37,5962,6049,198932.27,201868.54,198.932,201.869,2.936,write,1,0.428,0,which
38,6050,6063,201868.54,202335.67,201.869,202.336,0.467,explain,2,0.713,0,which is
39,6064,6156,202335.67,205438.77,202.336,205.439,3.103,out,9,0.949,0,"is what we call as the parallel vectors, then"
40,6157,6269,205438.77,209209.21,205.439,209.209,3.770,explain,7,0.995,0,then for us to reach a point
41,6270,6329,209209.21,211211.21,209.209,211.211,2.002,write,1,0.5,0,q
42,6330,6358,211211.21,212178.85,211.211,212.179,0.968,explain,2,0.935,0,which is
43,6359,6446,212178.85,215115.12,212.179,215.115,2.936,out,3,0.778,0,is like starting
44,6447,6474,215115.12,216049.38,215.115,216.049,0.934,explain,6,0.929,0,starting from let us say this
45,6475,6546,216049.38,218451.79,216.049,218.452,2.402,write,3,0.908,0,"this point s,"
46,6547,6558,218451.79,218852.19,218.452,218.852,0.400,explain,1,0.755,0,"s,"
47,6559,6654,218852.19,222055.39,218.852,222.055,3.203,out,14,0.942,0,"s, it will not be possible for us because our movements are only restricted"
48,6655,6682,222055.39,222989.66,222.055,222.990,0.934,explain,3,0.987,0,restricted in one
49,6683,6767,222989.66,225825.83,222.990,225.826,2.836,out,4,0.989,0,"one direction. So, this"
50,6768,6795,225825.83,226760.09,225.826,226.760,0.934,explain,6,0.996,0,this is what we call as
51,6796,7113,226760.09,237370.70,226.760,237.371,10.611,write,17,0.89,0,"as the concept of parallel vectors, we called as the concept of non -parallel vectors. So, understanding"
52,7114,7135,237370.70,238104.77,237.371,238.105,0.734,explain,3,0.983,0,understanding parallelism is
53,7136,7302,238104.77,243677.01,238.105,243.677,5.572,out,19,0.964,0,"is fine from a geometrical point of view, but what if we want to generalize this to higher dimensions"
54,7303,7330,243677.01,244611.28,243.677,244.611,0.934,explain,2,0.923,0,dimensions and
