segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label
0,0,35,0.00,1201.20,0.000,1.201,1.201,explain
1,36,849,1201.20,28361.70,1.201,28.362,27.160,write
2,850,863,28361.70,28828.83,28.362,28.829,0.467,explain
3,864,946,28828.83,31598.26,28.829,31.598,2.769,out
4,947,1100,31598.26,36736.74,31.598,36.737,5.138,explain
5,1101,1614,36736.74,53887.22,36.737,53.887,17.150,write
6,1615,1813,53887.22,60527.19,53.887,60.527,6.640,explain
7,1814,1946,60527.19,64964.96,60.527,64.965,4.438,write
8,1947,2096,64964.96,69969.97,64.965,69.970,5.005,explain
9,2097,2681,69969.97,89489.49,69.970,89.489,19.520,write
10,2682,2758,89489.49,92058.73,89.489,92.059,2.569,explain
11,2759,2814,92058.73,93927.26,92.059,93.927,1.869,out
12,2815,2910,93927.26,97130.46,93.927,97.130,3.203,explain
13,2911,3899,97130.46,130130.13,97.130,130.130,33.000,write
14,3900,3981,130130.13,132866.20,130.130,132.866,2.736,explain
15,3982,4439,132866.20,148148.15,132.866,148.148,15.282,out
16,4440,4474,148148.15,149315.98,148.148,149.316,1.168,write
17,4475,4491,149315.98,149883.22,149.316,149.883,0.567,explain
18,4492,4650,149883.22,155188.52,149.883,155.189,5.305,out
19,4651,4904,155188.52,163663.66,155.189,163.664,8.475,write
20,4905,4922,163663.66,164264.26,163.664,164.264,0.601,explain
21,4923,5070,164264.26,169202.54,164.264,169.203,4.938,out
22,5071,5099,169202.54,170170.17,169.203,170.170,0.968,explain
23,5100,5174,170170.17,172672.67,170.170,172.673,2.503,write
24,5175,5188,172672.67,173139.81,172.673,173.140,0.467,explain
25,5189,5298,173139.81,176810.14,173.140,176.810,3.670,out
26,5299,5384,176810.14,179679.68,176.810,179.680,2.870,explain
27,5385,5494,179679.68,183350.02,179.680,183.350,3.670,write
28,5495,5520,183350.02,184217.55,183.350,184.218,0.868,explain
29,5521,5587,184217.55,186453.12,184.218,186.453,2.236,out
30,5588,5605,186453.12,187053.72,186.453,187.054,0.601,explain
31,5606,5673,187053.72,189322.66,187.054,189.323,2.269,write
32,5674,5719,189322.66,190857.52,189.323,190.858,1.535,explain
33,5720,5771,190857.52,192592.59,190.858,192.593,1.735,out
34,5772,5866,192592.59,195762.43,192.593,195.762,3.170,change
35,5867,5893,195762.43,196663.33,195.762,196.663,0.901,out
36,5894,5961,196663.33,198932.27,196.663,198.932,2.269,explain
37,5962,6049,198932.27,201868.54,198.932,201.869,2.936,write
38,6050,6063,201868.54,202335.67,201.869,202.336,0.467,explain
39,6064,6156,202335.67,205438.77,202.336,205.439,3.103,out
