segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
0,0,1362,0.00,45478.81,0.000,45.479,45.479,explain,164,0.953,0,"Welcome to electron line. In this video we're going to apply that general method of finding the inverse of a matrix to a 3 by 3 matrix. So again, the approach is that we have some sort of matrix, here's the 3 by 3, we want to find the inverse of the matrix, and the approach is that we take the matrix and augment it with the identity matrix, then use the Gaussian method of elimination to turn the left side of the matrix into the identity matrix, which will cause the right side of the matrix to turn into the inverse of the original matrix. So, we take the matrix here, put it on the left side, and augment it with the identity matrix, and now we apply the Gaussian method of elimination to turn the left side into the identity matrix, and here we'll end up with the inverse of the matrix. Alright, so the first thing we'll want to do is"
1,1363,1397,45478.81,46646.65,45.479,46.647,1.168,emphasize,4,0.987,0,turn this into a
2,1398,1544,46646.65,51551.55,46.647,51.552,4.905,write,17,0.869,0,1. We can do that by taking the first row and replacing it by 1 half times
3,1545,1659,51551.55,55388.72,51.552,55.389,3.837,explain,11,0.987,0,"the first row, simply multiplying the first row by 1 half,"
4,1660,2256,55388.72,75308.64,55.389,75.309,19.920,write,40,0.904,0,"and when we do that we get the following matrix. So the top matrix becomes a 1, a 2, a 1 half, 1 half, 0, and 0, the second row stays the same, and the third row stays the same."
5,2257,2368,75308.64,79045.71,75.309,79.046,3.737,explain,12,0.93,0,"Alright, that's our first step, that was easy. Second step, we're going"
6,2369,2531,79045.71,84484.48,79.046,84.484,5.439,emphasize,22,0.968,0,"to take the 1 here on the first row, and use it to turn this into a 0, and to turn this"
7,2532,2563,84484.48,85552.22,84.484,85.552,1.068,explain,4,0.925,0,"into a 0, which"
8,2564,2618,85552.22,87387.39,85.552,87.387,1.835,write,8,0.987,0,means I'm going to take the second row
9,2619,2668,87387.39,89055.72,87.387,89.056,1.668,explain,9,0.883,0,"and replace it by the negative of that number,"
10,2669,2678,89055.72,89389.39,89.056,89.389,0.334,write,1,0.995,0,which
11,2679,2714,89389.39,90590.59,89.389,90.591,1.201,explain,4,0.919,0,"is 1, times the"
12,2715,2858,90590.59,95395.40,90.591,95.395,4.805,write,19,0.969,0,"row with the 1 in it, and adding it to the second row. We take the third row and"
13,2859,2910,95395.40,97130.46,95.395,97.130,1.735,explain,8,0.983,0,"replace it by the negative of this number,"
14,2911,2926,97130.46,97664.33,97.130,97.664,0.534,write,2,0.998,0,which is
15,2927,2966,97664.33,98999.00,97.664,98.999,1.335,explain,5,0.899,0,"a minus 1, times the"
16,2967,3038,98999.00,101401.40,98.999,101.401,2.402,write,11,0.987,0,"row with the 1 in it, and adding it to the"
