segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label
0,0,1362,0.00,45478.81,0.000,45.479,45.479,explain
1,1363,1397,45478.81,46646.65,45.479,46.647,1.168,emphasize
2,1398,1544,46646.65,51551.55,46.647,51.552,4.905,write
3,1545,1659,51551.55,55388.72,51.552,55.389,3.837,explain
4,1660,2256,55388.72,75308.64,55.389,75.309,19.920,write
5,2257,2368,75308.64,79045.71,75.309,79.046,3.737,explain
6,2369,2531,79045.71,84484.48,79.046,84.484,5.439,emphasize
7,2532,2563,84484.48,85552.22,84.484,85.552,1.068,explain
8,2564,2618,85552.22,87387.39,85.552,87.387,1.835,write
9,2619,2668,87387.39,89055.72,87.387,89.056,1.668,explain
10,2669,2678,89055.72,89389.39,89.056,89.389,0.334,write
11,2679,2714,89389.39,90590.59,89.389,90.591,1.201,explain
12,2715,2858,90590.59,95395.40,90.591,95.395,4.805,write
13,2859,2910,95395.40,97130.46,95.395,97.130,1.735,explain
14,2911,2926,97130.46,97664.33,97.130,97.664,0.534,write
15,2927,2966,97664.33,98999.00,97.664,98.999,1.335,explain
16,2967,3038,98999.00,101401.40,98.999,101.401,2.402,write
17,3039,3242,101401.40,108208.21,101.401,108.208,6.807,explain
18,3243,3335,108208.21,111311.31,108.208,111.311,3.103,write
19,3336,3383,111311.31,112912.91,111.311,112.913,1.602,explain
20,3384,3545,112912.91,118318.32,112.913,118.318,5.405,write
21,3546,3723,118318.32,124257.59,118.318,124.258,5.939,explain
22,3724,3742,124257.59,124891.56,124.258,124.892,0.634,write
23,3743,3811,124891.56,127193.86,124.892,127.194,2.302,explain
24,3812,3828,127193.86,127761.09,127.194,127.761,0.567,write
25,3829,3927,127761.09,131064.40,127.761,131.064,3.303,explain
26,3928,3964,131064.40,132298.97,131.064,132.299,1.235,write
27,3965,4056,132298.97,135368.70,132.299,135.369,3.070,explain
28,4057,4083,135368.70,136269.60,135.369,136.270,0.901,write
29,4084,4147,136269.60,138405.07,136.270,138.405,2.135,explain
30,4148,4156,138405.07,138705.37,138.405,138.705,0.300,write
31,4157,4216,138705.37,140707.37,138.705,140.707,2.002,explain
32,4217,4232,140707.37,141241.24,140.707,141.241,0.534,write
33,4233,4479,141241.24,149482.82,141.241,149.483,8.242,explain
34,4480,4497,149482.82,150083.42,149.483,150.083,0.601,write
35,4498,4591,150083.42,153219.89,150.083,153.220,3.136,explain
36,4592,4607,153219.89,153753.75,153.220,153.754,0.534,write
37,4608,4707,153753.75,157090.42,153.754,157.090,3.337,explain
38,4708,4743,157090.42,158291.62,157.090,158.292,1.201,write
39,4744,4876,158291.62,162729.40,158.292,162.729,4.438,explain
40,4877,4913,162729.40,163963.96,162.729,163.964,1.235,write
41,4914,4953,163963.96,165298.63,163.964,165.299,1.335,explain
42,4954,4966,165298.63,165732.40,165.299,165.732,0.434,write
43,4967,4994,165732.40,166666.67,165.732,166.667,0.934,explain
44,4995,5002,166666.67,166933.60,166.667,166.934,0.267,write
45,5003,5166,166933.60,172405.74,166.934,172.406,5.472,explain
46,5167,5205,172405.74,173707.04,172.406,173.707,1.301,emphasize
47,5206,5346,173707.04,178411.75,173.707,178.412,4.705,explain
48,5347,5480,178411.75,182882.88,178.412,182.883,4.471,write
49,5481,5616,182882.88,187420.75,182.883,187.421,4.538,explain
50,5617,5767,187420.75,192459.13,187.421,192.459,5.038,write
51,5768,5855,192459.13,195395.40,192.459,195.395,2.936,explain
52,5856,6017,195395.40,200800.80,195.395,200.801,5.405,write
53,6018,6130,200800.80,204571.24,200.801,204.571,3.770,explain
54,6131,6328,204571.24,211177.84,204.571,211.178,6.607,write
55,6329,6490,211177.84,216583.25,211.178,216.583,5.405,explain
56,6491,6754,216583.25,225392.06,216.583,225.392,8.809,write
57,6755,6805,225392.06,227093.76,225.392,227.094,1.702,explain
58,6806,6960,227093.76,232265.60,227.094,232.266,5.172,emphasize
59,6961,7068,232265.60,235869.20,232.266,235.869,3.604,explain
60,7069,7119,235869.20,237570.90,235.869,237.571,1.702,write
61,7120,7166,237570.90,239139.14,237.571,239.139,1.568,explain
62,7167,7182,239139.14,239673.01,239.139,239.673,0.534,write
63,7183,7220,239673.01,240940.94,239.673,240.941,1.268,explain
64,7221,7297,240940.94,243510.18,240.941,243.510,2.569,write
65,7298,7324,243510.18,244411.08,243.510,244.411,0.901,fingererase
66,7325,7336,244411.08,244811.48,244.411,244.811,0.400,write
67,7337,7436,244811.48,248148.15,244.811,248.148,3.337,explain
68,7437,7489,248148.15,249916.58,248.148,249.917,1.768,write
69,7490,7533,249916.58,251384.72,249.917,251.385,1.468,explain
70,7534,7545,251384.72,251785.12,251.385,251.785,0.400,write
71,7546,7582,251785.12,253019.69,251.785,253.020,1.235,explain
72,7583,7761,253019.69,258992.33,253.020,258.992,5.973,write
73,7762,7870,258992.33,262629.30,258.992,262.629,3.637,explain
74,7871,8053,262629.30,268735.40,262.629,268.735,6.106,write
75,8054,8097,268735.40,270203.54,268.735,270.204,1.468,explain
76,8098,8129,270203.54,271271.27,270.204,271.271,1.068,write
77,8130,8410,271271.27,280647.31,271.271,280.647,9.376,explain
78,8411,8424,280647.31,281114.45,280.647,281.114,0.467,write
79,8425,8584,281114.45,286453.12,281.114,286.453,5.339,explain
80,8585,8627,286453.12,287887.89,286.453,287.888,1.435,write
81,8628,8857,287887.89,295562.23,287.888,295.562,7.674,explain
82,8858,8946,295562.23,298531.87,295.562,298.532,2.970,write
83,8947,9120,298531.87,304337.67,298.532,304.338,5.806,explain
84,9121,9385,304337.67,313179.85,304.338,313.180,8.842,write
85,9386,9428,313179.85,314614.61,313.180,314.615,1.435,explain
86,9429,9488,314614.61,316616.62,314.615,316.617,2.002,pickerase
87,9489,9539,316616.62,318318.32,316.617,318.318,1.702,erase
88,9540,9565,318318.32,319185.85,318.318,319.186,0.868,droperase
89,9566,9762,319185.85,325759.09,319.186,325.759,6.573,explain
90,9763,9802,325759.09,327093.76,325.759,327.094,1.335,write
91,9803,9835,327093.76,328194.86,327.094,328.195,1.101,explain
92,9836,9838,328194.86,328294.96,328.195,328.295,0.100,explain
93,9839,9849,328294.96,328662.00,328.295,328.662,0.367,write
94,9850,10030,328662.00,334701.37,328.662,334.701,6.039,explain
95,10031,10048,334701.37,335301.97,334.701,335.302,0.601,write
96,10049,10271,335301.97,342742.74,335.302,342.743,7.441,explain
97,10272,10310,342742.74,344044.04,342.743,344.044,1.301,write
98,10311,10501,344044.04,350417.08,344.044,350.417,6.373,explain
99,10502,10549,350417.08,352018.69,350.417,352.019,1.602,write
100,10550,10678,352018.69,356322.99,352.019,356.323,4.304,explain
101,10679,10721,356322.99,357757.76,356.323,357.758,1.435,write
102,10722,10770,357757.76,359392.73,357.758,359.393,1.635,explain
103,10771,10776,359392.73,359592.93,359.393,359.593,0.200,write
104,10777,11023,359592.93,367834.50,359.593,367.835,8.242,explain
105,11024,11075,367834.50,369569.57,367.835,369.570,1.735,emphasize
106,11076,11093,369569.57,370170.17,369.570,370.170,0.601,explain
107,11094,11309,370170.17,377377.38,370.170,377.377,7.207,write
108,11310,11471,377377.38,382782.78,377.377,382.783,5.405,explain
109,11472,11559,382782.78,385719.05,382.783,385.719,2.936,write
110,11560,11630,385719.05,388088.09,385.719,388.088,2.369,explain
111,11631,12048,388088.09,402035.37,388.088,402.035,13.947,write
112,12049,12155,402035.37,405605.61,402.035,405.606,3.570,explain
113,12156,12211,405605.61,407474.14,405.606,407.474,1.869,write
114,12212,12280,407474.14,409776.44,407.474,409.776,2.302,explain
115,12281,12307,409776.44,410677.34,409.776,410.677,0.901,write
116,12308,12485,410677.34,416616.62,410.677,416.617,5.939,explain
117,12486,12506,416616.62,417317.32,416.617,417.317,0.701,write
118,12507,12570,417317.32,419452.79,417.317,419.453,2.135,explain
119,12571,12597,419452.79,420353.69,419.453,420.354,0.901,write
