segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label
0,0,32,0.00,1101.10,0.000,1.101,1.101,out
1,33,110,1101.10,3703.70,1.101,3.704,2.603,out
2,111,419,3703.70,14014.01,3.704,14.014,10.310,explain
3,420,472,14014.01,15782.45,14.014,15.782,1.768,pickerase
4,473,569,15782.45,19019.02,15.782,19.019,3.237,explain
5,570,1170,19019.02,39072.41,19.019,39.072,20.053,erase
6,1171,1209,39072.41,40373.71,39.072,40.374,1.301,droperase
7,1210,1597,40373.71,53319.99,40.374,53.320,12.946,explain
8,1598,1844,53319.99,61561.56,53.320,61.562,8.242,write
9,1845,1915,61561.56,63930.60,61.562,63.931,2.369,explain
10,1916,2023,63930.60,67534.20,63.931,67.534,3.604,write
11,2024,3097,67534.20,103370.04,67.534,103.370,35.836,explain
12,3098,3122,103370.04,104204.20,103.370,104.204,0.834,write
13,3123,3447,104204.20,115048.38,104.204,115.048,10.844,write
14,3448,3456,115048.38,115348.68,115.048,115.349,0.300,write
15,3457,3457,115348.68,115382.05,115.349,115.382,0.033,explain
16,3458,3477,115382.05,116049.38,115.382,116.049,0.667,explain
17,3478,3559,116049.38,118785.45,116.049,118.785,2.736,explain
18,3560,3585,118785.45,119652.99,118.785,119.653,0.868,pickerase
19,3586,3654,119652.99,121955.29,119.653,121.955,2.302,erase
20,3655,3678,121955.29,122756.09,121.955,122.756,0.801,droperase
21,3679,4378,122756.09,146112.78,122.756,146.113,23.357,explain
22,4379,5051,146112.78,168568.57,146.113,168.569,22.456,write
23,5052,5129,168568.57,171171.17,168.569,171.171,2.603,explain
24,5130,5309,171171.17,177177.18,171.171,177.177,6.006,write
25,5310,5342,177177.18,178278.28,177.177,178.278,1.101,explain
26,5343,5542,178278.28,184951.62,178.278,184.952,6.673,out
27,5543,6164,184951.62,205705.71,184.952,205.706,20.754,explain
28,6165,6280,205705.71,209576.24,205.706,209.576,3.871,out
29,6281,6470,209576.24,215915.92,209.576,215.916,6.340,explain
30,6471,7109,215915.92,237237.24,215.916,237.237,21.321,write
31,7110,7154,237237.24,238738.74,237.237,238.739,1.502,explain
32,7155,7282,238738.74,243009.68,238.739,243.010,4.271,out
33,7283,7304,243009.68,243743.74,243.010,243.744,0.734,explain
34,7305,7317,243743.74,244177.51,243.744,244.178,0.434,out
35,7318,7330,244177.51,244611.28,244.178,244.611,0.434,explain
36,7331,7343,244611.28,245045.05,244.611,245.045,0.434,out
37,7344,7424,245045.05,247747.75,245.045,247.748,2.703,explain
38,7425,7695,247747.75,256790.12,247.748,256.790,9.042,write
39,7696,7741,256790.12,258324.99,256.790,258.325,1.535,explain
40,7742,7796,258324.99,260160.16,258.325,260.160,1.835,out
41,7797,8972,260160.16,299399.40,260.160,299.399,39.239,explain
42,8973,9072,299399.40,302736.07,299.399,302.736,3.337,out
43,9073,9290,302736.07,310010.01,302.736,310.010,7.274,explain
44,9291,9813,310010.01,327460.79,310.010,327.461,17.451,write
45,9814,9859,327460.79,328995.66,327.461,328.996,1.535,explain
46,9860,10224,328995.66,341174.51,328.996,341.175,12.179,out
47,10225,10362,341174.51,345779.11,341.175,345.779,4.605,explain
48,10363,10368,345779.11,345979.31,345.779,345.979,0.200,out
49,10369,10381,345979.31,346413.08,345.979,346.413,0.434,explain
50,10382,10389,346413.08,346680.01,346.413,346.680,0.267,out
51,10390,10442,346680.01,348448.45,346.680,348.448,1.768,explain
52,10443,10527,348448.45,351284.62,348.448,351.285,2.836,write
53,10528,10571,351284.62,352752.75,351.285,352.753,1.468,fingererase
54,10572,11256,352752.75,375608.94,352.753,375.609,22.856,write
55,11257,11284,375608.94,376543.21,375.609,376.543,0.934,explain
56,11285,11760,376543.21,392425.76,376.543,392.426,15.883,out
57,11761,11854,392425.76,395562.23,392.426,395.562,3.136,write
58,11855,11860,395562.23,395762.43,395.562,395.762,0.200,explain
59,11861,12054,395762.43,402235.57,395.762,402.236,6.473,out
60,12055,12236,402235.57,408308.31,402.236,408.308,6.073,explain
61,12237,12319,408308.31,411077.74,408.308,411.078,2.769,write
62,12320,12373,411077.74,412879.55,411.078,412.880,1.802,explain
63,12374,12629,412879.55,421421.42,412.880,421.421,8.542,write
64,12630,13382,421421.42,446546.55,421.421,446.547,25.125,explain
65,13383,13410,446546.55,447480.81,446.547,447.481,0.934,write
66,13411,14235,447480.81,475008.34,447.481,475.008,27.528,explain
