segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
0,0,32,0.00,1101.10,0.000,1.101,1.101,out,6,0.923,0,And the first thing we do
1,33,110,1101.10,3703.70,1.101,3.704,2.603,out,9,0.876,0,in Chapter 2 is we get away from how
2,111,419,3703.70,14014.01,3.704,14.014,10.310,explain,36,0.941,0,"to collect the data, this is the way we collect the data, and we move on into how to organize it and eventually how to summarize it. So we're going to talk about what's called a"
3,420,472,14014.01,15782.45,14.014,15.782,1.768,pickerase,4,0.91,0,frequency distribution right now.
4,473,569,15782.45,19019.02,15.782,19.019,3.237,explain,10,0.906,0,Are there any questions before we can go on this?
5,570,1170,19019.02,39072.41,19.019,39.072,20.053,erase,0,,1,[silence]
6,1171,1209,39072.41,40373.71,39.072,40.374,1.301,droperase,0,,1,[silence]
7,1210,1597,40373.71,53319.99,40.374,53.320,12.946,explain,48,0.944,0,"Hey, if I asked you to look at this classroom and to count the number of brown -haired people and the number of black -haired people and the number of blonde -haired people and put it in a list, this is probably how you'd do it. You'd probably"
8,1598,1844,53319.99,61561.56,53.320,61.562,8.242,write,4,0.865,0,"do blonde, brown, black,"
9,1845,1915,61561.56,63930.60,61.562,63.931,2.369,explain,9,0.955,0,and count them up and put them right here.
10,1916,2023,63930.60,67534.20,63.931,67.534,3.604,write,2,0.641,0,"Seven, fifteen,"
11,2024,3097,67534.20,103370.04,67.534,103.370,35.836,explain,99,0.946,0,"twelve. You'd probably do something like that, wouldn't you? This is one of the simplest versions of a frequency distribution that I can think of. This is a frequency distribution. We're going to make it little more specific for our reasoning, but this is the idea. You have what are called classes, just groups, and you have counts, frequencies. A frequency is how often something occurs. Seven blonde people occurred seven times. Brown -haired people fifteen times. So these are our classes, and these are our frequencies. This is a frequency distribution. We're going talk about that right now."
12,3098,3122,103370.04,104204.20,103.370,104.204,0.834,write,0,,1,[silence]
13,3123,3447,104204.20,115048.38,104.204,115.048,10.844,write,7,0.909,0,"You know, think the way that I'd"
14,3448,3456,115048.38,115348.68,115.048,115.349,0.300,write,2,0.992,0,like to
15,3457,3457,115348.68,115382.05,115.349,115.382,0.033,explain,0,,1,[silence]
16,3458,3477,115382.05,116049.38,115.382,116.049,0.667,explain,3,0.973,0,this with you
17,3478,3559,116049.38,118785.45,116.049,118.785,2.736,explain,9,0.957,0,is we'll actually create a frequency distribution right now.
18,3560,3585,118785.45,119652.99,118.785,119.653,0.868,pickerase,0,,1,[silence]
19,3586,3654,119652.99,121955.29,119.653,121.955,2.302,erase,9,0.983,0,"And as we do it, I'll be giving you"
20,3655,3678,121955.29,122756.09,121.955,122.756,0.801,droperase,2,0.986,0,the definitions
21,3679,4378,122756.09,146112.78,122.756,146.113,23.357,explain,59,0.932,0,"and things like that and show you how. So the first thing you need to know about frequency distributions is there's something called a class whip. I need to define that before we actually start making this up. So frequency distributions, what we have is a list of values. These are our values, our classes, and the corresponding frequencies."
