segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label
0,0,58,0.00,1968.64,0.000,1.969,1.969,out
1,59,132,1968.64,4437.77,1.969,4.438,2.469,explain
2,133,235,4437.77,7874.54,4.438,7.875,3.437,out
3,236,286,7874.54,9576.24,7.875,9.576,1.702,explain
4,287,301,9576.24,10076.74,9.576,10.077,0.501,erase
5,302,417,10076.74,13947.28,10.077,13.947,3.871,explain
6,418,1656,13947.28,55288.62,13.947,55.289,41.341,write
7,1657,1772,55288.62,59159.16,55.289,59.159,3.871,explain
8,1773,1922,59159.16,64164.16,59.159,64.164,5.005,out
9,1923,2004,64164.16,66900.23,64.164,66.900,2.736,explain
10,2005,2013,66900.23,67200.53,66.900,67.201,0.300,erase
11,2014,2060,67200.53,68768.77,67.201,68.769,1.568,explain
12,2061,2271,68768.77,75809.14,68.769,75.809,7.040,write
13,2272,2303,75809.14,76876.88,75.809,76.877,1.068,erase
14,2304,2316,76876.88,77310.64,76.877,77.311,0.434,explain
15,2317,2462,77310.64,82182.18,77.311,82.182,4.872,write
16,2463,2536,82182.18,84651.32,82.182,84.651,2.469,explain
17,2537,2768,84651.32,92392.39,84.651,92.392,7.741,out
18,2769,2817,92392.39,94027.36,92.392,94.027,1.635,explain
19,2818,2872,94027.36,95862.53,94.027,95.863,1.835,out
20,2873,2973,95862.53,99232.57,95.863,99.233,3.370,explain
21,2974,3062,99232.57,102202.20,99.233,102.202,2.970,write
22,3063,3203,102202.20,106906.91,102.202,106.907,4.705,explain
23,3204,3488,106906.91,116416.42,106.907,116.416,9.510,write
24,3489,3549,116416.42,118451.79,116.416,118.452,2.035,explain
25,3550,3635,118451.79,121321.32,118.452,121.321,2.870,out
26,3636,3698,121321.32,123423.42,121.321,123.423,2.102,explain
27,3699,3734,123423.42,124624.62,123.423,124.625,1.201,write
28,3735,3794,124624.62,126626.63,124.625,126.627,2.002,explain
29,3795,4009,126626.63,133800.47,126.627,133.800,7.174,out
30,4010,4108,133800.47,137103.77,133.800,137.104,3.303,explain
31,4109,4201,137103.77,140206.87,137.104,140.207,3.103,out_writing
32,4202,4282,140206.87,142909.58,140.207,142.910,2.703,explain
33,4283,4404,142909.58,146980.31,142.910,146.980,4.071,out
34,4405,4432,146980.31,147914.58,146.980,147.915,0.934,explain
35,4433,4453,147914.58,148615.28,147.915,148.615,0.701,write
36,4454,4494,148615.28,149983.32,148.615,149.983,1.368,explain
37,4495,4563,149983.32,152285.62,149.983,152.286,2.302,erase
38,4564,4591,152285.62,153219.89,152.286,153.220,0.934,explain
39,4592,4938,153219.89,164798.13,153.220,164.798,11.578,write
40,4939,4950,164798.13,165198.53,164.798,165.199,0.400,explain
41,4951,5063,165198.53,168968.97,165.199,168.969,3.770,out
42,5064,5083,168968.97,169636.30,168.969,169.636,0.667,explain
43,5084,5090,169636.30,169869.87,169.636,169.870,0.234,erase
44,5091,5104,169869.87,170337.00,169.870,170.337,0.467,explain
45,5105,5420,170337.00,180880.88,170.337,180.881,10.544,write
46,5421,5438,180880.88,181481.48,180.881,181.481,0.601,explain
47,5439,5624,181481.48,187687.69,181.481,187.688,6.206,out
48,5625,5703,187687.69,190323.66,187.688,190.324,2.636,explain
49,5704,6340,190323.66,211578.24,190.324,211.578,21.255,write
50,6341,6362,211578.24,212312.31,211.578,212.312,0.734,erase
