segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label
0,0,27,0.00,934.27,0.000,0.934,0.934,out
1,28,96,934.27,3236.57,0.934,3.237,2.302,explain
2,97,426,3236.57,14247.58,3.237,14.248,11.011,write
3,427,448,14247.58,14981.65,14.248,14.982,0.734,explain
4,449,567,14981.65,18952.29,14.982,18.952,3.971,out
5,568,645,18952.29,21554.89,18.952,21.555,2.603,change
6,646,788,21554.89,26326.33,21.555,26.326,4.771,out
7,789,841,26326.33,28094.76,26.326,28.095,1.768,explain
8,842,1055,28094.76,35235.24,28.095,35.235,7.140,write
9,1056,1150,35235.24,38405.07,35.235,38.405,3.170,explain
10,1151,1621,38405.07,54120.79,38.405,54.121,15.716,write
11,1622,1649,54120.79,55055.06,54.121,55.055,0.934,explain
12,1650,1704,55055.06,56890.22,55.055,56.890,1.835,out
13,1705,1722,56890.22,57490.82,56.890,57.491,0.601,explain
14,1723,1752,57490.82,58491.83,57.491,58.492,1.001,write
15,1753,1762,58491.83,58825.49,58.492,58.825,0.334,explain
16,1763,1848,58825.49,61695.03,58.825,61.695,2.870,out
17,1849,1881,61695.03,62796.13,61.695,62.796,1.101,explain
18,1882,3472,62796.13,115882.55,62.796,115.883,53.086,write
19,3473,3530,115882.55,117817.82,115.883,117.818,1.935,explain
20,3531,3608,117817.82,120420.42,117.818,120.420,2.603,out
21,3609,3640,120420.42,121488.15,120.420,121.488,1.068,explain
22,3641,3687,121488.15,123056.39,121.488,123.056,1.568,write
23,3688,3719,123056.39,124124.12,123.056,124.124,1.068,explain
24,3720,3905,124124.12,130330.33,124.124,130.330,6.206,out
25,3906,3934,130330.33,131297.96,130.330,131.298,0.968,explain
26,3935,3976,131297.96,132699.37,131.298,132.699,1.401,out
27,3977,4048,132699.37,135101.77,132.699,135.102,2.402,explain
28,4049,4083,135101.77,136269.60,135.102,136.270,1.168,write
29,4084,4137,136269.60,138071.40,136.270,138.071,1.802,explain
30,4138,4255,138071.40,142008.68,138.071,142.009,3.937,out
31,4256,4285,142008.68,143009.68,142.009,143.010,1.001,explain
32,4286,4339,143009.68,144811.48,143.010,144.811,1.802,out
33,4340,5347,144811.48,178445.11,144.811,178.445,33.634,write
34,5348,5364,178445.11,179012.35,178.445,179.012,0.567,explain
35,5365,5484,179012.35,183016.35,179.012,183.016,4.004,out
36,5485,5527,183016.35,184451.12,183.016,184.451,1.435,explain
37,5528,5866,184451.12,195762.43,184.451,195.762,11.311,write
38,5867,5903,195762.43,196997.00,195.762,196.997,1.235,explain
39,5904,5953,196997.00,198665.33,196.997,198.665,1.668,out
40,5954,6024,198665.33,201034.37,198.665,201.034,2.369,explain
41,6025,6661,201034.37,222288.96,201.034,222.289,21.255,write
42,6662,6738,222288.96,224858.19,222.289,224.858,2.569,explain
43,6739,6829,224858.19,227894.56,224.858,227.895,3.036,out
44,6830,7038,227894.56,234868.20,227.895,234.868,6.974,explain
45,7039,7112,234868.20,237337.34,234.868,237.337,2.469,out
46,7113,7252,237337.34,242008.68,237.337,242.009,4.671,explain
47,7253,7329,242008.68,244577.91,242.009,244.578,2.569,out
48,7330,7447,244577.91,248515.18,244.578,248.515,3.937,explain
49,7448,7508,248515.18,250550.55,248.515,250.551,2.035,out
50,7509,7586,250550.55,253153.15,250.551,253.153,2.603,explain
51,7587,7841,253153.15,261661.66,253.153,261.662,8.509,write
52,7842,8004,261661.66,267100.43,261.662,267.100,5.439,explain
53,8005,8144,267100.43,271771.77,267.100,271.772,4.671,out
54,8145,8189,271771.77,273273.27,271.772,273.273,1.502,explain
55,8190,8298,273273.27,276910.24,273.273,276.910,3.637,out
56,8299,8415,276910.24,280814.15,276.910,280.814,3.904,explain
57,8416,8434,280814.15,281448.11,280.814,281.448,0.634,out
58,8435,8474,281448.11,282782.78,281.448,282.783,1.335,explain
59,8475,9114,282782.78,304137.47,282.783,304.137,21.355,write
60,9115,9179,304137.47,306306.31,304.137,306.306,2.169,explain
61,9180,9577,306306.31,319586.25,306.306,319.586,13.280,out
62,9578,9706,319586.25,323890.56,319.586,323.891,4.304,explain
63,9707,9796,323890.56,326893.56,323.891,326.894,3.003,out
64,9797,9856,326893.56,328895.56,326.894,328.896,2.002,pick_eraser
65,9857,10059,328895.56,335669.00,328.896,335.669,6.773,erase
66,10060,10089,335669.00,336670.00,335.669,336.670,1.001,drop_eraser
67,10090,10139,336670.00,338338.34,336.670,338.338,1.668,out
68,10140,10194,338338.34,340173.51,338.338,340.174,1.835,explain
69,10195,10460,340173.51,349049.05,340.174,349.049,8.876,out
70,10461,10540,349049.05,351718.39,349.049,351.718,2.669,explain
71,10541,10632,351718.39,354788.12,351.718,354.788,3.070,out
72,10633,11257,354788.12,375642.31,354.788,375.642,20.854,write
73,11258,11268,375642.31,376009.34,375.642,376.009,0.367,explain
74,11269,11397,376009.34,380313.65,376.009,380.314,4.304,out
75,11398,11407,380313.65,380647.31,380.314,380.647,0.334,explain
76,11408,12121,380647.31,404471.14,380.647,404.471,23.824,write
77,12122,12133,404471.14,404871.54,404.471,404.872,0.400,explain
78,12134,12296,404871.54,410310.31,404.872,410.310,5.439,out
79,12297,12359,410310.31,412412.41,410.310,412.412,2.102,change
80,12360,12437,412412.41,415015.02,412.412,415.015,2.603,out
81,12438,12662,415015.02,422522.52,415.015,422.523,7.508,write
82,12663,12675,422522.52,422956.29,422.523,422.956,0.434,explain
83,12676,12797,422956.29,427027.03,422.956,427.027,4.071,out
84,12798,12954,427027.03,432265.60,427.027,432.266,5.239,change
85,12955,12987,432265.60,433366.70,432.266,433.367,1.101,out
86,12988,13038,433366.70,435068.40,433.367,435.068,1.702,pick_eraser
87,13039,13356,435068.40,445679.01,435.068,445.679,10.611,erase
88,13357,13421,445679.01,447847.85,445.679,447.848,2.169,drop_eraser
89,13422,13465,447847.85,449315.98,447.848,449.316,1.468,out
90,13466,13506,449315.98,450684.02,449.316,450.684,1.368,explain
91,13507,14342,450684.02,478578.58,450.684,478.579,27.895,write
92,14343,14422,478578.58,481247.91,478.579,481.248,2.669,explain
93,14423,14519,481247.91,484484.48,481.248,484.484,3.237,out
94,14520,14584,484484.48,486653.32,484.484,486.653,2.169,explain
95,14585,15421,486653.32,514581.25,486.653,514.581,27.928,write
96,15422,15567,514581.25,519452.79,514.581,519.453,4.872,explain
97,15568,15591,519452.79,520253.59,519.453,520.254,0.801,out
98,15592,15700,520253.59,523890.56,520.254,523.891,3.637,explain
99,15701,15715,523890.56,524391.06,523.891,524.391,0.501,write
100,15716,15951,524391.06,532265.60,524.391,532.266,7.875,explain
101,15952,16020,532265.60,534567.90,532.266,534.568,2.302,out
102,16021,16120,534567.90,537904.57,534.568,537.905,3.337,explain
103,16121,16368,537904.57,546179.51,537.905,546.180,8.275,write
104,16369,16468,546179.51,549516.18,546.180,549.516,3.337,explain
105,16469,16492,549516.18,550316.98,549.516,550.317,0.801,pick_eraser
106,16493,16544,550316.98,552052.05,550.317,552.052,1.735,out
107,16545,16778,552052.05,559859.86,552.052,559.860,7.808,erase
108,16779,16795,559859.86,560427.09,559.860,560.427,0.567,explain
109,16796,16834,560427.09,561728.40,560.427,561.728,1.301,out
110,16835,16851,561728.40,562295.63,561.728,562.296,0.567,explain
111,16852,16889,562295.63,563563.56,562.296,563.564,1.268,erase
112,16890,16911,563563.56,564297.63,563.564,564.298,0.734,explain
113,16912,16951,564297.63,565632.30,564.298,565.632,1.335,out
114,16952,16982,565632.30,566666.67,565.632,566.667,1.034,explain
115,16983,17001,566666.67,567300.63,566.667,567.301,0.634,erase
116,17002,17033,567300.63,568368.37,567.301,568.368,1.068,explain
117,17034,17063,568368.37,569369.37,568.368,569.369,1.001,out
