segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
0,0,27,0.00,934.27,0.000,0.934,0.934,out,0,,1,[silence]
1,28,96,934.27,3236.57,0.934,3.237,2.302,explain,0,,1,[silence]
2,97,426,3236.57,14247.58,3.237,14.248,11.011,write,15,0.924,0,"So, we are going to continue with our lecture series, this would be lecture 18."
3,427,448,14247.58,14981.65,14.248,14.982,0.734,explain,0,,1,[silence]
4,449,567,14981.65,18952.29,14.982,18.952,3.971,out,1,0.976,0,Now
5,568,645,18952.29,21554.89,18.952,21.555,2.603,change,5,0.821,0,I would like to first
6,646,788,21554.89,26326.33,21.555,26.326,4.771,out,11,0.973,0,rectify one of the mistakes that I did in lecture 17.
7,789,841,26326.33,28094.76,26.326,28.095,1.768,explain,0,,1,[silence]
8,842,1055,28094.76,35235.24,28.095,35.235,7.140,write,17,0.928,0,This was about an example that I did and I show you what the mistake was which
9,1056,1150,35235.24,38405.07,35.235,38.405,3.170,explain,7,0.905,0,"was leading to the wrong solution. So,"
10,1151,1621,38405.07,54120.79,38.405,54.121,15.716,write,0,,1,[silence]
11,1622,1649,54120.79,55055.06,54.121,55.055,0.934,explain,0,,1,[silence]
12,1650,1704,55055.06,56890.22,55.055,56.890,1.835,out,1,0.962,0,this
13,1705,1722,56890.22,57490.82,56.890,57.491,0.601,explain,2,0.938,0,example was
14,1723,1752,57490.82,58491.83,57.491,58.492,1.001,write,1,0.946,0,about
15,1753,1762,58491.83,58825.49,58.492,58.825,0.334,explain,0,,1,[silence]
16,1763,1848,58825.49,61695.03,58.825,61.695,2.870,out,8,0.874,0,finding the null space of a matrix and
17,1849,1881,61695.03,62796.13,61.695,62.796,1.101,explain,3,0.87,0,I had given
18,1882,3472,62796.13,115882.55,62.796,115.883,53.086,write,20,0.911,0,"the following matrix. So, this was my matrix A and it was reduced to an echelon form, something like this."
19,3473,3530,115882.55,117817.82,115.883,117.818,1.935,explain,2,0.839,0,"Okay, so"
20,3531,3608,117817.82,120420.42,117.818,120.420,2.603,out,6,0.935,0,I you what my mistake was.
21,3609,3640,120420.42,121488.15,120.420,121.488,1.068,explain,4,0.972,0,This is the so
22,3641,3687,121488.15,123056.39,121.488,123.056,1.568,write,3,0.93,0,"-called echelon form,"
23,3688,3719,123056.39,124124.12,123.056,124.124,1.068,explain,6,0.979,0,so let me denote it by
24,3720,3905,124124.12,130330.33,124.124,130.330,6.206,out,18,0.862,0,U. I used the word R because I somehow thought in my mind that it is a reduced
25,3906,3934,130330.33,131297.96,130.330,131.298,0.968,explain,3,0.938,0,"row echelon form,"
26,3935,3976,131297.96,132699.37,131.298,132.699,1.401,out,2,0.995,0,but it
27,3977,4048,132699.37,135101.77,132.699,135.102,2.402,explain,13,0.967,0,"is not, it is just an echelon form because as you can see"
28,4049,4083,135101.77,136269.60,135.102,136.270,1.168,write,3,0.848,0,this entry out
29,4084,4137,136269.60,138071.40,136.270,138.071,1.802,explain,6,0.891,0,here too is a pivot entry.
30,4138,4255,138071.40,142008.68,138.071,142.009,3.937,out,7,0.932,0,"So, it's technically not a row reduced"
31,4256,4285,142008.68,143009.68,142.009,143.010,1.001,explain,2,0.998,0,echelon form.
32,4286,4339,143009.68,144811.48,143.010,144.811,1.802,out,2,0.94,0,"So, the"
