segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
0,0,1704,0.00,56890.22,0.000,56.890,56.890,explain,164,0.931,0,"Que tal mis amigos de YouTube, tenemos un gusto extraje con ustedes, donde ahora vamos a resolver el siguiente ejemplo correspondiente de ecuaciones diferenciales. ¿Qué es lo que vamos a hacer? Pues resolver la ecuación diferencial utilizando el método de separación de variables o variables separables. Entonces, ¿cómo vamos a abordar este problema? Bueno, ya saben, para este método lo que tenemos que hacer es dejar de un lado todo lo que tenga que ver con X y del otro lado todo lo que tenga que ver con Y. En este caso, el diferencial de X está en la parte del denominador, lo queremos forzosamente en la parte del numerador, eso quiere decir que éste lo tenemos que despejar. Antes de despejarlo, porque eso sería una grosería en este momento, tenemos que ver qué podemos hacer acá para poder agrupar X y Y y poder despejarlos, dejar X y despejar Y. Entonces vamos a comenzar. Voy a poner un signo de igual por acá"
1,1705,1727,56890.22,57657.66,56.890,57.658,0.767,write,0,,1,[silence]
2,1728,2341,57657.66,78144.81,57.658,78.145,20.487,explain,49,0.868,0,"y veamos qué es lo primero que podemos observar que se puede hacer. De forma directa, lo único que podemos meter las manos es en decir, tienes Y aquí y acá. Puedes factorizarlo y además abajo lo puedes hacer también. Eso quiere decir que para esta igualdad tendremos la"
3,2342,3181,78144.81,106172.84,78.145,106.173,28.028,write,44,0.828,0,"Y de manera factorizada, X más 3 y luego menos X menos 3 dividido esto entre otra factorización que va a incluir a Y, donde tendremos X menos 2, esto multiplicando a Y para que nos de esto, luego más X y un menos"
4,3182,4475,106172.84,149349.35,106.173,149.349,43.177,explain,102,0.873,0,"2. Ya que tenemos eso, qué más podemos hacer? Hay algo aquí que no siempre se ve, porque necesitamos antecedentes que vimos hace ya algún tiempo en nuestra formación de bachillerato preparatoria o antes de introducirnos a ecuaciones diferenciales, donde decimos cómo podemos hacer para factorizar esto. Bueno, vamos a ver lo siguiente. Dentro de cada uno de los paréntesis que existen aquí y acá, tenemos X más 3 repetido en la parte de arriba y X menos 2 repetido en la parte de abajo. Es más evidente en la parte del denominador, que es esto de aquí. Equivaldría simplemente a poner"
5,4476,4512,149349.35,150583.92,149.349,150.584,1.235,write,2,0.992,0,unos paréntesis
6,4513,4731,150583.92,157891.22,150.584,157.891,7.307,explain,11,0.906,0,"para identificarlo, acá factorizando el signo menos. Entonces vamos a ponerlo."
7,4732,5230,157891.22,174541.21,157.891,174.541,16.650,write,38,0.815,0,"Tendremos diferencial de Y sobre diferencial de X igual a cuánto? Si factorizamos obtendremos Y que esto se va a quedar exactamente igual, X más 3 y luego aquí si factorizamos el signo menos. Al factorizar el signo"
8,5231,5351,174541.21,178578.58,174.541,178.579,4.037,explain,12,0.89,0,"menos, la X dentro del paréntesis se vuelve positiva y el menos"
9,5352,5407,178578.58,180447.11,178.579,180.447,1.869,write,6,0.913,0,3 se convierte en un hermoso
10,5408,5489,180447.11,183183.18,180.447,183.183,2.736,explain,4,0.857,0,"más 3, ¿verdad? Ahora,"
11,5490,5927,183183.18,197797.80,183.183,197.798,14.615,write,30,0.919,0,"esto dividido, mis queridísimos amigos, entre la misma factorización que ya habíamos hecho, que era X menos 2, esto de aquí y luego lo que teníamos acá exactamente igual. Ahora,"
12,5928,7141,197797.80,238304.97,197.798,238.305,40.507,explain,101,0.889,0,"¿qué es lo que vamos a realizar para este paso? Vamos a realizar lo siguiente, observen muy bien. Esta factorización no siempre es muy evidente, pero si sabemos que tenemos X más 3 y X menos 3 podemos factorizar los términos que multiplican aquí con el que multiplica acá. ¿Qué número está aquí? Ninguno, no puede ser cero, obviamente. Hay un 1, un menos 1 para ser más exactos, porque menos 1 por todo esto, pues da exactamente lo mismo. Acá abajo pues tenemos un más 1, eso quiere decir que la factorización que podemos hacer, observen muy bien, es poner"
13,7142,7185,238304.97,239773.11,238.305,239.773,1.468,write,2,0.892,0,entre paréntesis
14,7186,7446,239773.11,248481.82,239.773,248.482,8.709,explain,24,0.718,0,"Y con el número que tenemos multiplicando. X más 3 multiplica a la Y, pero también X menos 3 multiplica a un menos 1,"
15,7447,7653,248481.82,255388.72,248.482,255.389,6.907,write,15,0.938,0,"un menos 1. Esto lo podemos factorizar con el X más 3, que está multiplicando"
16,7654,7857,255388.72,262195.53,255.389,262.196,6.807,explain,21,0.916,0,"cada uno de estos términos para que desarrollamos de esto. Listo, vamos a hacer lo mismo en la parte del denominador,"
17,7858,7888,262195.53,263229.90,262.196,263.230,1.034,write,1,0.951,0,poner
18,7889,8001,263229.90,267000.33,263.230,267.000,3.770,explain,10,0.915,0,"un Y más 1, ¿verdad? Porque tenemos X menos 2,"
19,8002,8149,267000.33,271938.61,267.000,271.939,4.938,write,11,0.89,0,entonces ponemos Y más 1 que multiplica a X menos 2.
20,8150,8597,271938.61,286886.89,271.939,286.887,14.948,explain,33,0.886,0,"Listo, ahora sí podemos efectuar la separación de variables, porque ya igualándolo como lo tenemos, pues todo esto es equivalente a diferencial de Y entre X. Digo, para diferenciarlo vamos a ponerlo así,"
21,8598,8624,286886.89,287787.79,286.887,287.788,0.901,fingererase,2,0.965,0,voy a
22,8625,8663,287787.79,289089.09,287.788,289.089,1.301,explain,3,0.993,0,quitar la igualdad
23,8664,8693,289089.09,290090.09,289.089,290.090,1.001,point,4,0.935,0,y voy a poner
24,8694,8786,290090.09,293193.19,290.090,293.193,3.103,explain,7,0.941,0,una flechita. ¿Para qué? Simplemente para igualarlo
25,8787,8915,293193.19,297497.50,293.193,297.497,4.304,write,6,0.949,0,con diferencial de Y sobre diferencial
26,8916,9862,297497.50,329095.76,297.497,329.096,31.598,explain,76,0.892,0,"de X, ¿vale? Es la misma gata pero remolcada, simplemente esto está del lado izquierdo y lo de allá del lado derecho, no hemos modificado nada. Entonces, ¿ahora qué es lo que pasa aquí? Podemos despejar poniendo X acá y Y dejándolo ahí. Este diferencial de X se va pasar al otro lado de la igualdad, quiere decir que estos términos de X se van a quedar ahí, solitos, quietecitos, calientitos, ¿sale? Entonces, vamos a dejarlos"
27,9863,10215,329095.76,340874.21,329.096,340.874,11.778,write,21,0.779,0,y tendremos X más 3 entre X menos 2 y este que está dividiendo que es diferencial de X pasa multiplicando
28,10216,10805,340874.21,360560.56,340.874,360.561,19.686,explain,56,0.889,0,"y de este lado ya nada más va a existir diferencial de X. Quiere decir que estos que me están estorbando que involucran allí los paso del lado contrario, como los voy a despejar, este está dividiendo, va a pasar multiplicando, este está multiplicando, pasa dividiendo, entonces simplemente hago un switcheo y los cambio de lugar."
29,10806,11022,360560.56,367801.13,360.561,367.801,7.241,write,14,0.707,0,"Tendremos Y más 1 entre Y menos 1, listísimo y esto con la diferencial"
30,11023,11337,367801.13,378311.64,367.801,378.312,10.511,explain,26,0.955,0,"de Y que ya estaba de este lado, ¿verdad? Entonces, ahora sí, integramos. Para integrar, que sea evidente, el único que tenemos que poner es esa"
31,11338,11414,378311.64,380880.88,378.312,380.881,2.569,write,4,0.899,0,"pequeñita S alargada, ¿verdad?"
32,11415,12863,380880.88,429229.23,380.881,429.229,48.348,explain,114,0.876,0,"Listo. Ahora vamos a tener que integrar, pero para realizar las integrales de una forma más sencilla, vamos a tener que realizar literal la división que existe aquí. Alguien podría decir, bueno, mira, ¿qué te parece si separamos X entre X menos 2 si lo integramos y 3 entre X menos 2 si lo integramos y lo mismo acá? Sí se puede hacer eso, pero eso no te garantiza que puedas integrarlo. ¿Cómo integras X entre X menos 2 de forma directa? Bueno, como no se ve tan directo, vamos a utilizar otra forma que es literal haciendo una división para poder expresar integrales más sencillas y hacerlas en un solo paso. Entonces voy"
