segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
0,0,58,0.00,1968.64,0.000,1.969,1.969,explain,0,,1,[silence]
1,59,302,1968.64,10110.11,1.969,10.110,8.141,write,11,0.906,0,"So, today we are going to have our lecture number 9."
2,303,408,10110.11,13646.98,10.110,13.647,3.537,explain,6,0.907,0,So far we have talked about
3,409,698,13646.98,23323.32,13.647,23.323,9.676,write,8,0.798,0,"Algebra matrices, how to add, multiply, subtract and"
4,699,835,23323.32,27894.56,23.323,27.895,4.571,explain,10,0.855,0,we learned about some special operations like the transpose operation.
5,836,1159,27894.56,38705.37,27.895,38.705,10.811,write,13,0.966,0,I am just trying to recall things that we have seen so far.
6,1160,1191,38705.37,39773.11,38.705,39.773,1.068,explain,2,0.652,0,Now once
7,1192,1203,39773.11,40173.51,39.773,40.174,0.400,out,0,,1,[silence]
8,1204,1207,40173.51,40306.97,40.174,40.307,0.133,explain,0,,1,[silence]
9,1208,1221,40306.97,40774.11,40.307,40.774,0.467,out,0,,1,[silence]
10,1222,1259,40774.11,42042.04,40.774,42.042,1.268,explain,3,0.947,0,we have done
11,1260,1382,42042.04,46146.15,42.042,46.146,4.104,out,11,0.97,0,"multiplication on matrices and all that, remember the idea of matrices"
12,1383,1493,46146.15,49849.85,46.146,49.850,3.704,explain,11,0.903,0,has been primarily for us to solve the system of equation.
13,1494,2343,49849.85,78211.54,49.850,78.212,28.362,write,49,0.917,0,"So, first things first, let me first help get one thing fixed for our notation purposes. If you look at a system like this, using matrix multiplication, I can write the system as 1 to 1 minus 1 multiplied by the column vector x y equal to column vector"
14,2344,2363,78211.54,78878.88,78.212,78.879,0.667,explain,1,0.893,0,3
15,2364,2425,78878.88,80947.61,78.879,80.948,2.069,out,1,0.903,0,4.
16,2426,2461,80947.61,82148.82,80.948,82.149,1.201,explain,0,,1,[silence]
17,2462,2469,82148.82,82415.75,82.149,82.416,0.267,out,1,0.81,0,The
18,2470,2515,82415.75,83950.62,82.416,83.951,1.535,explain,5,0.995,0,reason for using this notation
19,2516,2541,83950.62,84818.15,83.951,84.818,0.868,out,1,0.987,0,"is,"
20,2542,2579,84818.15,86086.09,84.818,86.086,1.268,explain,3,0.955,0,it is very
21,2580,2639,86086.09,88088.09,86.086,88.088,2.002,write,3,0.988,0,useful in kind
22,2640,2686,88088.09,89656.32,88.088,89.656,1.568,explain,1,0.999,0,of
23,2687,2726,89656.32,90990.99,89.656,90.991,1.335,write,2,0.99,0,helping us
24,2727,2759,90990.99,92092.09,90.991,92.092,1.101,explain,0,,1,[silence]
25,2760,2773,92092.09,92559.23,92.092,92.559,0.467,out,1,0.956,0,use
26,2774,2781,92559.23,92826.16,92.559,92.826,0.267,explain,1,0.992,0,things
27,2782,2794,92826.16,93259.93,92.826,93.260,0.434,out,2,0.958,0,which we
