segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label
0,0,46,0.00,1568.23,0.000,1.568,1.568,out
1,47,89,1568.23,3003.00,1.568,3.003,1.435,explain
2,90,139,3003.00,4671.34,3.003,4.671,1.668,out
3,140,479,4671.34,16016.02,4.671,16.016,11.345,explain
4,480,553,16016.02,18485.15,16.016,18.485,2.469,write
5,554,665,18485.15,22222.22,18.485,22.222,3.737,explain
6,666,731,22222.22,24424.42,22.222,24.424,2.202,out
7,732,1060,24424.42,35402.07,24.424,35.402,10.978,explain
8,1061,1453,35402.07,48515.18,35.402,48.515,13.113,write
9,1454,1556,48515.18,51951.95,48.515,51.952,3.437,explain
10,1557,2055,51951.95,68601.94,51.952,68.602,16.650,write
11,2056,2329,68601.94,77744.41,68.602,77.744,9.142,explain
12,2330,2331,77744.41,77811.14,77.744,77.811,0.067,write
13,2332,2473,77811.14,82549.22,77.811,82.549,4.738,write
14,2474,2779,82549.22,92759.43,82.549,92.759,10.210,explain
15,2780,3130,92759.43,104471.14,92.759,104.471,11.712,write
16,3131,3251,104471.14,108508.51,104.471,108.509,4.037,explain
17,3252,3677,108508.51,122722.72,108.509,122.723,14.214,write
18,3678,3893,122722.72,129929.93,122.723,129.930,7.207,explain
19,3894,3927,129929.93,131064.40,129.930,131.064,1.134,out
20,3928,4019,131064.40,134134.13,131.064,134.134,3.070,explain
21,4020,4068,134134.13,135769.10,134.134,135.769,1.635,out
22,4069,4306,135769.10,143710.38,135.769,143.710,7.941,explain
23,4307,6357,143710.38,212145.48,143.710,212.145,68.435,write
24,6358,6502,212145.48,216983.65,212.145,216.984,4.838,explain
25,6503,6545,216983.65,218418.42,216.984,218.418,1.435,out
26,6546,6846,218418.42,228461.80,218.418,228.462,10.043,explain
27,6847,7701,228461.80,256990.32,228.462,256.990,28.529,write
28,7702,8814,256990.32,294127.46,256.990,294.127,37.137,explain
29,8815,8905,294127.46,297163.83,294.127,297.164,3.036,out
30,8906,9097,297163.83,303570.24,297.164,303.570,6.406,explain
31,9098,9190,303570.24,306673.34,303.570,306.673,3.103,out
32,9191,9323,306673.34,311111.11,306.673,311.111,4.438,explain
33,9324,9379,311111.11,312979.65,311.111,312.980,1.869,out
34,9380,9407,312979.65,313913.91,312.980,313.914,0.934,pick_eraser
35,9408,9866,313913.91,329229.23,313.914,329.229,15.315,erase
36,9867,9912,329229.23,330764.10,329.229,330.764,1.535,drop_eraser
37,9913,9937,330764.10,331598.26,330.764,331.598,0.834,explain
38,9938,10033,331598.26,334801.47,331.598,334.801,3.203,out
39,10034,10130,334801.47,338038.04,334.801,338.038,3.237,explain
40,10131,10490,338038.04,350050.05,338.038,350.050,12.012,write
41,10491,10523,350050.05,351151.15,350.050,351.151,1.101,explain
42,10524,10633,351151.15,354821.49,351.151,354.821,3.670,out
43,10634,10685,354821.49,356556.56,354.821,356.557,1.735,explain
44,10686,11299,356556.56,377043.71,356.557,377.044,20.487,write
45,11300,11396,377043.71,380280.28,377.044,380.280,3.237,explain
46,11397,11682,380280.28,389823.16,380.280,389.823,9.543,write
47,11683,11710,389823.16,390757.42,389.823,390.757,0.934,explain
48,11711,11845,390757.42,395261.93,390.757,395.262,4.505,out
49,11846,11904,395261.93,397230.56,395.262,397.231,1.969,explain
50,11905,11967,397230.56,399332.67,397.231,399.333,2.102,out
51,11968,11987,399332.67,400000.00,399.333,400.000,0.667,explain
52,11988,12508,400000.00,417384.05,400.000,417.384,17.384,write
53,12509,12541,417384.05,418485.15,417.384,418.485,1.101,explain
54,12542,13260,418485.15,442475.81,418.485,442.476,23.991,out
55,13261,13335,442475.81,444978.31,442.476,444.978,2.503,pick_eraser
56,13336,13888,444978.31,463430.10,444.978,463.430,18.452,erase
57,13889,13995,463430.10,467000.33,463.430,467.000,3.570,drop_eraser
58,13996,14087,467000.33,470070.07,467.000,470.070,3.070,out
59,14088,14168,470070.07,472772.77,470.070,472.773,2.703,explain
60,14169,14177,472772.77,473073.07,472.773,473.073,0.300,explain
61,14178,14210,473073.07,474174.17,473.073,474.174,1.101,explain
62,14211,14318,474174.17,477777.78,474.174,477.778,3.604,write
63,14319,14338,477777.78,478445.11,477.778,478.445,0.667,pick_eraser
64,14339,14383,478445.11,479946.61,478.445,479.947,1.502,erase
65,14384,14405,479946.61,480680.68,479.947,480.681,0.734,drop_eraser
66,14406,14408,480680.68,480780.78,480.681,480.781,0.100,explain
67,14409,14443,480780.78,481948.62,480.781,481.949,1.168,out
68,14444,14600,481948.62,487187.19,481.949,487.187,5.239,explain
69,14601,14619,487187.19,487821.15,487.187,487.821,0.634,explain
70,14620,14708,487821.15,490790.79,487.821,490.791,2.970,out
71,14709,15153,490790.79,505638.97,490.791,505.639,14.848,explain
72,15154,15595,505638.97,520387.05,505.639,520.387,14.748,write
73,15596,15634,520387.05,521688.36,520.387,521.688,1.301,explain
74,15635,15780,521688.36,526559.89,521.688,526.560,4.872,out
75,15781,15801,526559.89,527260.59,526.560,527.261,0.701,explain
76,15802,15929,527260.59,531531.53,527.261,531.532,4.271,write
77,15930,15951,531531.53,532265.60,531.532,532.266,0.734,explain
78,15952,16024,532265.60,534701.37,532.266,534.701,2.436,out
79,16025,16420,534701.37,547914.58,534.701,547.915,13.213,explain
80,16421,17315,547914.58,577777.78,547.915,577.778,29.863,write
81,17316,17357,577777.78,579179.18,577.778,579.179,1.401,explain
82,17358,17717,579179.18,591191.19,579.179,591.191,12.012,out
83,17718,17767,591191.19,592859.53,591.191,592.860,1.668,explain
84,17768,18053,592859.53,602402.40,592.860,602.402,9.543,out
85,18054,18341,602402.40,612012.01,602.402,612.012,9.610,explain
86,18342,19409,612012.01,647647.65,612.012,647.648,35.636,write
87,19410,19608,647647.65,654287.62,647.648,654.288,6.640,explain
88,19609,20108,654287.62,670970.97,654.288,670.971,16.683,out
89,20109,20205,670970.97,674207.54,670.971,674.208,3.237,explain
90,20206,20363,674207.54,679479.48,674.208,679.479,5.272,out
91,20364,20401,679479.48,680747.41,679.479,680.747,1.268,explain
92,20402,20437,680747.41,681948.62,680.747,681.949,1.201,out
93,20438,20489,681948.62,683683.68,681.949,683.684,1.735,explain
94,20490,20507,683683.68,684284.28,683.684,684.284,0.601,out
95,20508,20541,684284.28,685418.75,684.284,685.419,1.134,explain
96,20542,20570,685418.75,686386.39,685.419,686.386,0.968,out
97,20571,20631,686386.39,688421.76,686.386,688.422,2.035,explain
98,20632,20789,688421.76,693693.69,688.422,693.694,5.272,out
99,20790,20929,693693.69,698365.03,693.694,698.365,4.671,explain
100,20930,21099,698365.03,704037.37,698.365,704.037,5.672,out
101,21100,21256,704037.37,709275.94,704.037,709.276,5.239,explain
102,21257,21651,709275.94,722455.79,709.276,722.456,13.180,out
103,21652,21829,722455.79,728395.06,722.456,728.395,5.939,explain
104,21830,22642,728395.06,755522.19,728.395,755.522,27.127,write
105,22643,22802,755522.19,760860.86,755.522,760.861,5.339,explain
106,22803,24234,760860.86,808641.98,760.861,808.642,47.781,write
107,24235,24329,808641.98,811811.81,808.642,811.812,3.170,explain
108,24330,24394,811811.81,813980.65,811.812,813.981,2.169,pick_eraser
109,24395,24502,813980.65,817584.25,813.981,817.584,3.604,erase
110,24503,24589,817584.25,820487.15,817.584,820.487,2.903,drop_eraser
111,24590,24852,820487.15,829262.60,820.487,829.263,8.775,explain
112,24853,25583,829262.60,853653.65,829.263,853.654,24.391,write
113,25584,25895,853653.65,864064.06,853.654,864.064,10.410,explain
114,25896,26125,864064.06,871738.41,864.064,871.738,7.674,write
115,26126,26702,871738.41,890990.99,871.738,890.991,19.253,explain
116,26703,27272,890990.99,910010.01,890.991,910.010,19.019,write
117,27273,27375,910010.01,913446.78,910.010,913.447,3.437,explain
118,27376,27522,913446.78,918351.69,913.447,918.352,4.905,out
119,27523,27541,918351.69,918985.65,918.352,918.986,0.634,explain
120,27542,27555,918985.65,919452.79,918.986,919.453,0.467,out
121,27556,27561,919452.79,919652.99,919.453,919.653,0.200,explain
122,27562,27705,919652.99,924457.79,919.653,924.458,4.805,out
123,27706,27765,924457.79,926459.79,924.458,926.460,2.002,explain
124,27766,27779,926459.79,926926.93,926.460,926.927,0.467,out
125,27780,27834,926926.93,928762.10,926.927,928.762,1.835,explain
126,27835,27928,928762.10,931898.57,928.762,931.899,3.136,out
127,27929,27975,931898.57,933466.80,931.899,933.467,1.568,explain
128,27976,28257,933466.80,942876.21,933.467,942.876,9.409,out
129,28258,28305,942876.21,944477.81,942.876,944.478,1.602,explain
130,28306,28686,944477.81,957190.52,944.478,957.191,12.713,out
131,28687,28729,957190.52,958625.29,957.191,958.625,1.435,explain
132,28730,28768,958625.29,959926.59,958.625,959.927,1.301,out
133,28769,28901,959926.59,964364.36,959.927,964.364,4.438,explain
134,28902,29077,964364.36,970236.90,964.364,970.237,5.873,out
135,29078,29184,970236.90,973807.14,970.237,973.807,3.570,pick_eraser
136,29185,30869,973807.14,1030030.03,973.807,1030.030,56.223,erase
137,30870,30936,1030030.03,1032265.60,1030.030,1032.266,2.236,drop_eraser
138,30937,30969,1032265.60,1033366.70,1032.266,1033.367,1.101,explain
139,30970,31223,1033366.70,1041841.84,1033.367,1041.842,8.475,out
140,31224,31251,1041841.84,1042776.11,1041.842,1042.776,0.934,explain
141,31252,31277,1042776.11,1043643.64,1042.776,1043.644,0.868,pick_eraser
142,31278,31479,1043643.64,1050383.72,1043.644,1050.384,6.740,erase
143,31480,31508,1050383.72,1051351.35,1050.384,1051.351,0.968,drop_eraser
144,31509,31523,1051351.35,1051851.85,1051.351,1051.852,0.501,explain
145,31524,31550,1051851.85,1052752.75,1051.852,1052.753,0.901,out
146,31551,31600,1052752.75,1054421.09,1052.753,1054.421,1.668,explain
147,31601,31911,1054421.09,1064798.13,1054.421,1064.798,10.377,write
148,31912,31933,1064798.13,1065532.20,1064.798,1065.532,0.734,explain
149,31934,32050,1065532.20,1069436.10,1065.532,1069.436,3.904,out
150,32051,32089,1069436.10,1070737.40,1069.436,1070.737,1.301,pick_eraser
151,32090,32189,1070737.40,1074074.07,1070.737,1074.074,3.337,erase
152,32190,32224,1074074.07,1075241.91,1074.074,1075.242,1.168,drop_eraser
153,32225,32279,1075241.91,1077077.08,1075.242,1077.077,1.835,explain
154,32280,32459,1077077.08,1083083.08,1077.077,1083.083,6.006,write
155,32460,32491,1083083.08,1084150.82,1083.083,1084.151,1.068,explain
156,32492,32701,1084150.82,1091157.82,1084.151,1091.158,7.007,out
157,32702,33102,1091157.82,1104537.87,1091.158,1104.538,13.380,write
158,33103,33127,1104537.87,1105372.04,1104.538,1105.372,0.834,explain
159,33128,33273,1105372.04,1110243.58,1105.372,1110.244,4.872,out
160,33274,33431,1110243.58,1115515.52,1110.244,1115.516,5.272,explain
161,33432,33553,1115515.52,1119586.25,1115.516,1119.586,4.071,out
162,33554,33577,1119586.25,1120387.05,1119.586,1120.387,0.801,explain
163,33578,33943,1120387.05,1132599.27,1120.387,1132.599,12.212,write
164,33944,33975,1132599.27,1133667.00,1132.599,1133.667,1.068,explain
165,33976,34079,1133667.00,1137137.14,1133.667,1137.137,3.470,out
166,34080,34125,1137137.14,1138672.01,1137.137,1138.672,1.535,explain
167,34126,34239,1138672.01,1142475.81,1138.672,1142.476,3.804,write
168,34240,34247,1142475.81,1142742.74,1142.476,1142.743,0.267,explain
169,34248,34402,1142742.74,1147914.58,1142.743,1147.915,5.172,out
170,34403,34416,1147914.58,1148381.72,1147.915,1148.382,0.467,explain
171,34417,34753,1148381.72,1159626.29,1148.382,1159.626,11.245,write
172,34754,34846,1159626.29,1162729.40,1159.626,1162.729,3.103,explain
173,34847,34875,1162729.40,1163697.03,1162.729,1163.697,0.968,pick_eraser
174,34876,34917,1163697.03,1165098.43,1163.697,1165.098,1.401,erase
175,34918,34949,1165098.43,1166166.17,1165.098,1166.166,1.068,drop_eraser
176,34950,34991,1166166.17,1167567.57,1166.166,1167.568,1.401,explain
177,34992,35185,1167567.57,1174040.71,1167.568,1174.041,6.473,write
178,35186,35214,1174040.71,1175008.34,1174.041,1175.008,0.968,explain
179,35215,35376,1175008.34,1180413.75,1175.008,1180.414,5.405,out
180,35377,35436,1180413.75,1182415.75,1180.414,1182.416,2.002,explain
181,35437,35559,1182415.75,1186519.85,1182.416,1186.520,4.104,write
182,35560,35577,1186519.85,1187120.45,1186.520,1187.120,0.601,explain
183,35578,35721,1187120.45,1191925.26,1187.120,1191.925,4.805,out
184,35722,35842,1191925.26,1195962.63,1191.925,1195.963,4.037,explain
185,35843,35984,1195962.63,1200700.70,1195.963,1200.701,4.738,out
186,35985,36089,1200700.70,1204204.20,1200.701,1204.204,3.504,explain
187,36090,36495,1204204.20,1217751.08,1204.204,1217.751,13.547,write
188,36496,36525,1217751.08,1218752.09,1217.751,1218.752,1.001,explain
189,36526,36622,1218752.09,1221988.66,1218.752,1221.989,3.237,out
190,36623,36675,1221988.66,1223757.09,1221.989,1223.757,1.768,explain
191,36676,36977,1223757.09,1233833.83,1223.757,1233.834,10.077,write
192,36978,37015,1233833.83,1235101.77,1233.834,1235.102,1.268,explain
193,37016,37043,1235101.77,1236036.04,1235.102,1236.036,0.934,out
194,37044,37090,1236036.04,1237604.27,1236.036,1237.604,1.568,explain
195,37091,37317,1237604.27,1245178.51,1237.604,1245.179,7.574,write
196,37318,37384,1245178.51,1247414.08,1245.179,1247.414,2.236,out
197,37385,37419,1247414.08,1248581.92,1247.414,1248.582,1.168,explain
198,37420,37875,1248581.92,1263797.13,1248.582,1263.797,15.215,write
199,37876,37905,1263797.13,1264798.13,1263.797,1264.798,1.001,explain
200,37906,38066,1264798.13,1270170.17,1264.798,1270.170,5.372,out
201,38067,38128,1270170.17,1272238.91,1270.170,1272.239,2.069,explain
202,38129,38450,1272238.91,1282982.98,1272.239,1282.983,10.744,write
203,38451,38706,1282982.98,1291524.86,1282.983,1291.525,8.542,explain
204,38707,39614,1291524.86,1321821.82,1291.525,1321.822,30.297,write
205,39615,39829,1321821.82,1328995.66,1321.822,1328.996,7.174,explain
206,39830,40135,1328995.66,1339205.87,1328.996,1339.206,10.210,write
207,40136,40232,1339205.87,1342442.44,1339.206,1342.442,3.237,explain
208,40233,40559,1342442.44,1353353.35,1342.442,1353.353,10.911,out
209,40560,40679,1353353.35,1357357.36,1353.353,1357.357,4.004,explain
210,40680,40749,1357357.36,1359693.03,1357.357,1359.693,2.336,write
211,40750,40811,1359693.03,1361761.76,1359.693,1361.762,2.069,explain
212,40812,41119,1361761.76,1372038.71,1361.762,1372.039,10.277,out
213,41120,41254,1372038.71,1376543.21,1372.039,1376.543,4.505,explain
214,41255,41389,1376543.21,1381047.71,1376.543,1381.048,4.505,write
215,41390,41568,1381047.71,1387020.35,1381.048,1387.020,5.973,explain
216,41569,41615,1387020.35,1388588.59,1387.020,1388.589,1.568,write
217,41616,41706,1388588.59,1391624.96,1388.589,1391.625,3.036,explain
218,41707,41727,1391624.96,1392325.66,1391.625,1392.326,0.701,write
219,41728,41857,1392325.66,1396663.33,1392.326,1396.663,4.338,explain
220,41858,42097,1396663.33,1404671.34,1396.663,1404.671,8.008,write
221,42098,42262,1404671.34,1410176.84,1404.671,1410.177,5.506,explain
222,42263,42391,1410176.84,1414481.15,1410.177,1414.481,4.304,write
223,42392,42470,1414481.15,1417117.12,1414.481,1417.117,2.636,explain
224,42471,42561,1417117.12,1420153.49,1417.117,1420.153,3.036,out
225,42562,42740,1420153.49,1426126.13,1420.153,1426.126,5.973,explain
226,42741,43257,1426126.13,1443376.71,1426.126,1443.377,17.251,write
227,43258,43337,1443376.71,1446046.05,1443.377,1446.046,2.669,explain
228,43338,43640,1446046.05,1456156.16,1446.046,1456.156,10.110,write
229,43641,43702,1456156.16,1458224.89,1456.156,1458.225,2.069,explain
230,43703,43897,1458224.89,1464731.40,1458.225,1464.731,6.507,out
231,43898,43987,1464731.40,1467734.40,1464.731,1467.734,3.003,explain
232,43988,44115,1467734.40,1472005.34,1467.734,1472.005,4.271,out
233,44116,44288,1472005.34,1477777.78,1472.005,1477.778,5.772,explain
234,44289,44388,1477777.78,1481114.45,1477.778,1481.114,3.337,out
235,44389,44467,1481114.45,1483750.42,1481.114,1483.750,2.636,explain
236,44468,44678,1483750.42,1490790.79,1483.750,1490.791,7.040,out
