segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label
0,0,65,0.00,2202.20,0.000,2.202,2.202,explain
1,66,506,2202.20,16916.92,2.202,16.917,14.715,explain
2,507,620,16916.92,20720.72,16.917,20.721,3.804,fingererase
3,621,839,20720.72,28028.03,20.721,28.028,7.307,write
4,840,1736,28028.03,57957.96,28.028,57.958,29.930,explain
5,1737,1797,57957.96,59993.33,57.958,59.993,2.035,write
6,1798,1884,59993.33,62896.23,59.993,62.896,2.903,explain
7,1885,2027,62896.23,67667.67,62.896,67.668,4.771,write
8,2028,2133,67667.67,71204.54,67.668,71.205,3.537,explain
9,2134,2334,71204.54,77911.24,71.205,77.911,6.707,write
10,2335,2850,77911.24,95128.46,77.911,95.128,17.217,explain
11,2851,3046,95128.46,101668.34,95.128,101.668,6.540,write
12,3047,3155,101668.34,105305.31,101.668,105.305,3.637,explain
13,3156,3509,105305.31,117117.12,105.305,117.117,11.812,write
14,3510,3613,117117.12,120587.25,117.117,120.587,3.470,explain
15,3614,3883,120587.25,129596.26,120.587,129.596,9.009,write
16,3884,4846,129596.26,161728.40,129.596,161.728,32.132,explain
17,4847,5013,161728.40,167300.63,161.728,167.301,5.572,write
18,5014,5199,167300.63,173506.84,167.301,173.507,6.206,explain
19,5200,5264,173506.84,175675.68,173.507,175.676,2.169,fingererase
20,5265,5283,175675.68,176309.64,175.676,176.310,0.634,write
21,5284,5296,176309.64,176743.41,176.310,176.743,0.434,fingererase
22,5297,5352,176743.41,178611.95,176.743,178.612,1.869,handerase
23,5353,5393,178611.95,179979.98,178.612,179.980,1.368,write
24,5394,5491,179979.98,183249.92,179.980,183.250,3.270,fingererase
25,5492,5553,183249.92,185318.65,183.250,185.319,2.069,write
26,5554,5824,185318.65,194361.03,185.319,194.361,9.042,explain
27,5825,5893,194361.03,196663.33,194.361,196.663,2.302,fingererase
28,5894,6090,196663.33,203236.57,196.663,203.237,6.573,explain
29,6091,6155,203236.57,205405.41,203.237,205.405,2.169,write
30,6156,6259,205405.41,208875.54,205.405,208.876,3.470,explain
31,6260,6390,208875.54,213246.58,208.876,213.247,4.371,write
32,6391,6793,213246.58,226693.36,213.247,226.693,13.447,explain
33,6794,7424,226693.36,247747.75,226.693,247.748,21.054,write
34,7425,7492,247747.75,250016.68,247.748,250.017,2.269,explain
35,7493,7811,250016.68,260660.66,250.017,260.661,10.644,write
36,7812,8545,260660.66,285151.82,260.661,285.152,24.491,explain
37,8546,8703,285151.82,290423.76,285.152,290.424,5.272,write
38,8704,8805,290423.76,293827.16,290.424,293.827,3.403,explain
39,8806,8931,293827.16,298031.36,293.827,298.031,4.204,fingererase
40,8932,9004,298031.36,300467.13,298.031,300.467,2.436,write
41,9005,9092,300467.13,303403.40,300.467,303.403,2.936,fingererase
42,9093,9211,303403.40,307374.04,303.403,307.374,3.971,write
43,9212,9358,307374.04,312278.95,307.374,312.279,4.905,fingererase
44,9359,9442,312278.95,315081.75,312.279,315.082,2.803,write
45,9443,9543,315081.75,318451.79,315.082,318.452,3.370,fingererase
46,9544,9595,318451.79,320186.85,318.452,320.187,1.735,write
47,9596,11091,320186.85,370103.44,320.187,370.103,49.917,explain
48,11092,11571,370103.44,386119.45,370.103,386.119,16.016,write
49,11572,12506,386119.45,417317.32,386.119,417.317,31.198,explain
50,12507,12783,417317.32,426559.89,417.317,426.560,9.243,write
51,12784,13346,426559.89,445345.35,426.560,445.345,18.785,explain
52,13347,13459,445345.35,449115.78,445.345,449.116,3.770,write
53,13460,13489,449115.78,450116.78,449.116,450.117,1.001,fingererase
54,13490,13925,450116.78,464664.66,450.117,464.665,14.548,explain
55,13926,13981,464664.66,466533.20,464.665,466.533,1.869,write
56,13982,14333,466533.20,478278.28,466.533,478.278,11.745,explain
57,14334,14505,478278.28,484017.35,478.278,484.017,5.739,write
58,14506,14670,484017.35,489522.86,484.017,489.523,5.506,explain
59,14671,14830,489522.86,494861.53,489.523,494.862,5.339,write
60,14831,15318,494861.53,511144.48,494.862,511.144,16.283,explain
61,15319,15435,511144.48,515048.38,511.144,515.048,3.904,write
62,15436,15678,515048.38,523156.49,515.048,523.156,8.108,explain
63,15679,15734,523156.49,525025.03,523.156,525.025,1.869,write
64,15735,15878,525025.03,529829.83,525.025,529.830,4.805,explain
65,15879,15977,529829.83,533133.13,529.830,533.133,3.303,write
66,15978,16413,533133.13,547681.01,533.133,547.681,14.548,explain
67,16414,16609,547681.01,554220.89,547.681,554.221,6.540,write
68,16610,17129,554220.89,571571.57,554.221,571.572,17.351,explain
69,17130,17332,571571.57,578345.01,571.572,578.345,6.773,write
70,17333,17410,578345.01,580947.61,578.345,580.948,2.603,explain
71,17411,17423,580947.61,581381.38,580.948,581.381,0.434,write
72,17424,17768,581381.38,592892.89,581.381,592.893,11.512,explain
73,17769,17847,592892.89,595528.86,592.893,595.529,2.636,write
74,17848,18199,595528.86,607273.94,595.529,607.274,11.745,explain
75,18200,18253,607273.94,609075.74,607.274,609.076,1.802,write
76,18254,18555,609075.74,619152.49,609.076,619.152,10.077,explain
77,18556,18615,619152.49,621154.49,619.152,621.154,2.002,write
78,18616,18751,621154.49,625692.36,621.154,625.692,4.538,explain
79,18752,19284,625692.36,643476.81,625.692,643.477,17.784,write
80,19285,19802,643476.81,660760.76,643.477,660.761,17.284,explain
81,19803,20766,660760.76,692926.26,660.761,692.926,32.165,write
82,20767,21651,692926.26,722455.79,692.926,722.456,29.530,explain
