segment_id,start_frame,end_frame,start_time_ms,end_time_ms,start_time_sec,end_time_sec,duration_sec,label,word_count,mean_word_prob,is_silence,transcript
0,95,125,3169.84,4204.20,3.170,4.204,1.034,out,4,0.793,0,We to derive this
1,126,643,4204.20,21488.15,4.204,21.488,17.284,explain,40,0.856,0,"this function using two different the first will be considering it as it is, that is, applying the rule of the chain for powers and the other alternative will be transforming first all this expression to then proceed to derive"
2,644,687,21488.15,22956.29,21.488,22.956,1.468,out,4,0.799,0,derive it. Then we
3,688,883,22956.29,29496.16,22.956,29.496,6.540,explain,17,0.846,0,"we start with the first option, we have here an expression raised to a exponent where we"
4,884,1105,29496.16,36903.57,29.496,36.904,7.407,write,20,0.82,0,"we are to the rule of the chain for powers, we are to remember the model, if we have apple"
5,1106,1347,36903.57,44978.31,36.904,44.978,8.075,explain,20,0.838,0,"apple to the n, the apple is all this expression, n is number 2, then the derivative of that expression"
6,1348,1702,44978.31,56823.49,44.978,56.823,11.845,write,21,0.83,0,"expression will be n by apple to the n minus 1 and all this multiplied by the derivative of the apple,"
7,1703,2002,56823.49,66833.50,56.823,66.834,10.010,explain,26,0.834,0,this is what is called the rule of the chain for powers and this is the internal the derivative of what we have in the base.
8,2003,2035,66833.50,67934.60,66.834,67.935,1.101,out,1,0.44,0,"Then,"
9,2036,2095,67934.60,69936.60,67.935,69.937,2.002,explain,4,0.838,0,"Then, following this instruction,"
10,2096,2275,69936.60,75942.61,69.937,75.943,6.006,write,17,0.863,0,"the derivative of that function, which is denoted as g prime of x, will be equal to"
11,2276,2378,75942.61,79379.38,75.943,79.379,3.437,explain,8,0.719,0,"to the following, lower the exponent n, that"
12,2379,2449,79379.38,81748.42,79.379,81.748,2.369,write,7,0.654,0,"that is, the 2, this multiplied by"
13,2450,2545,81748.42,84951.62,81.748,84.952,3.203,explain,7,0.679,0,"by the apple without deriving, that is,"
14,2546,2711,84951.62,90490.49,84.952,90.490,5.539,write,13,0.9,0,"is, that expression e to the minus x plus e to the x,"
15,2712,2803,90490.49,93560.23,90.490,93.560,3.070,explain,9,0.927,0,"all this raised to the exponent n minus 1,"
16,2804,2935,93560.23,97964.63,93.560,97.965,4.404,write,10,0.891,0,"1, that is, 2 minus 1 and all this multiplied"
17,2936,3086,97964.63,103003.00,97.965,103.003,5.038,explain,12,0.918,0,"multiplied in turn by the internal or the derivative of the apple,"
18,3087,3291,103003.00,109843.18,103.003,109.843,6.840,write,9,0.628,0,then are to write it down as the internal
19,3292,3376,109843.18,112679.35,109.843,112.679,2.836,explain,9,0.842,0,internal the derivative of what we have in the
